"","GOID","Term","Class","Pvalue","p.adj","nlog10p.adj","OddsRatio","ExpCount","Count","Size","cluster"
"3071","GO:0006883","cellular sodium ion homeostasis","BP",0.0860495401584478,0.23385426942473,0.631054696866552,3.19909828674482,1.06095621753419,3,18,"7"
"3072","GO:0034433","steroid esterification","BP",0.0860495401584478,0.23385426942473,0.631054696866552,3.19909828674482,1.06095621753419,3,18,"7"
"3073","GO:0034434","sterol esterification","BP",0.0860495401584478,0.23385426942473,0.631054696866552,3.19909828674482,1.06095621753419,3,18,"7"
"3074","GO:0034435","cholesterol esterification","BP",0.0860495401584478,0.23385426942473,0.631054696866552,3.19909828674482,1.06095621753419,3,18,"7"
"3075","GO:0044827","modulation by host of viral genome replication","BP",0.0860495401584478,0.23385426942473,0.631054696866552,3.19909828674482,1.06095621753419,3,18,"7"
"3076","GO:0051895","negative regulation of focal adhesion assembly","BP",0.0860495401584478,0.23385426942473,0.631054696866552,3.19909828674482,1.06095621753419,3,18,"7"
"3077","GO:0060080","inhibitory postsynaptic potential","BP",0.0860495401584478,0.23385426942473,0.631054696866552,3.19909828674482,1.06095621753419,3,18,"7"
"3078","GO:0099010","modification of postsynaptic structure","BP",0.0860495401584478,0.23385426942473,0.631054696866552,3.19909828674482,1.06095621753419,3,18,"7"
"3079","GO:0150118","negative regulation of cell-substrate junction organization","BP",0.0860495401584478,0.23385426942473,0.631054696866552,3.19909828674482,1.06095621753419,3,18,"7"
"3080","GO:1900221","regulation of amyloid-beta clearance","BP",0.0860495401584478,0.23385426942473,0.631054696866552,3.19909828674482,1.06095621753419,3,18,"7"
"3081","GO:1901524","regulation of mitophagy","BP",0.0860495401584478,0.23385426942473,0.631054696866552,3.19909828674482,1.06095621753419,3,18,"7"
"3082","GO:2000369","regulation of clathrin-dependent endocytosis","BP",0.0860495401584478,0.23385426942473,0.631054696866552,3.19909828674482,1.06095621753419,3,18,"7"
"3083","GO:2000641","regulation of early endosome to late endosome transport","BP",0.0860495401584478,0.23385426942473,0.631054696866552,3.19909828674482,1.06095621753419,3,18,"7"
"3084","GO:2001185","regulation of CD8-positive, alpha-beta T cell activation","BP",0.0860495401584478,0.23385426942473,0.631054696866552,3.19909828674482,1.06095621753419,3,18,"7"
"3085","GO:0002367","cytokine production involved in immune response","BP",0.0861817988848712,0.23385426942473,0.631054696866552,1.7048306753678,6.1299692568642,10,104,"7"
"3086","GO:0006892","post-Golgi vesicle-mediated transport","BP",0.0861817988848712,0.23385426942473,0.631054696866552,1.7048306753678,6.1299692568642,10,104,"7"
"3087","GO:0032231","regulation of actin filament bundle assembly","BP",0.0861817988848712,0.23385426942473,0.631054696866552,1.7048306753678,6.1299692568642,10,104,"7"
"3088","GO:0048525","negative regulation of viral process","BP",0.0861817988848712,0.23385426942473,0.631054696866552,1.7048306753678,6.1299692568642,10,104,"7"
"3089","GO:0120034","positive regulation of plasma membrane bounded cell projection assembly","BP",0.0861817988848712,0.23385426942473,0.631054696866552,1.7048306753678,6.1299692568642,10,104,"7"
"3090","GO:0006629","lipid metabolic process","BP",0.0863863978619748,0.234333587986755,0.630165457746002,1.17061833688699,84.6996713664794,97,1437,"7"
"3091","GO:0098660","inorganic ion transmembrane transport","BP",0.0865657699953307,0.234744187674171,0.629405152170627,1.21883920076118,51.161666489982,61,868,"7"
"3092","GO:0006633","fatty acid biosynthetic process","BP",0.0866653025583979,0.234862129338665,0.629187005977539,1.52279519518133,10.1969680907453,15,173,"7"
"3093","GO:0033209","tumor necrosis factor-mediated signaling pathway","BP",0.0866653025583979,0.234862129338665,0.629187005977539,1.52279519518133,10.1969680907453,15,173,"7"
"3094","GO:0050777","negative regulation of immune response","BP",0.0867726765143285,0.235077108772819,0.628789659338157,1.54843288738145,9.371779921552,14,159,"7"
"3095","GO:0031646","positive regulation of nervous system process","BP",0.0871709718267566,0.236079833877827,0.62694110910776,1.93278202527695,3.83123078554013,7,65,"7"
"3096","GO:0001843","neural tube closure","BP",0.0875399464000839,0.236926002817405,0.625387272496361,1.75848572628972,5.36372309975618,9,91,"7"
"3097","GO:0042475","odontogenesis of dentin-containing tooth","BP",0.0875399464000839,0.236926002817405,0.625387272496361,1.75848572628972,5.36372309975618,9,91,"7"
"3098","GO:0030433","ubiquitin-dependent ERAD pathway","BP",0.0880362516453753,0.23793896765928,0.623534427010516,1.83064182194617,4.59747694264815,8,78,"7"
"3099","GO:0043900","regulation of multi-organism process","BP",0.0880362516453753,0.23793896765928,0.623534427010516,1.83064182194617,4.59747694264815,8,78,"7"
"3100","GO:0061045","negative regulation of wound healing","BP",0.0880362516453753,0.23793896765928,0.623534427010516,1.83064182194617,4.59747694264815,8,78,"7"
"3101","GO:0007599","hemostasis","BP",0.0882258449165364,0.23793896765928,0.623534427010516,1.35145355097119,20.511820205661,27,348,"7"
"3102","GO:0002717","positive regulation of natural killer cell mediated immunity","BP",0.0884251830420733,0.23793896765928,0.623534427010516,2.56014440433213,1.70931835047175,4,29,"7"
"3103","GO:0006294","nucleotide-excision repair, preincision complex assembly","BP",0.0884251830420733,0.23793896765928,0.623534427010516,2.56014440433213,1.70931835047175,4,29,"7"
"3104","GO:0006515","protein quality control for misfolded or incompletely synthesized proteins","BP",0.0884251830420733,0.23793896765928,0.623534427010516,2.56014440433213,1.70931835047175,4,29,"7"
"3105","GO:0030970","retrograde protein transport, ER to cytosol","BP",0.0884251830420733,0.23793896765928,0.623534427010516,2.56014440433213,1.70931835047175,4,29,"7"
"3106","GO:0031365","N-terminal protein amino acid modification","BP",0.0884251830420733,0.23793896765928,0.623534427010516,2.56014440433213,1.70931835047175,4,29,"7"
"3107","GO:0048679","regulation of axon regeneration","BP",0.0884251830420733,0.23793896765928,0.623534427010516,2.56014440433213,1.70931835047175,4,29,"7"
"3108","GO:0048873","homeostasis of number of cells within a tissue","BP",0.0884251830420733,0.23793896765928,0.623534427010516,2.56014440433213,1.70931835047175,4,29,"7"
"3109","GO:0060441","epithelial tube branching involved in lung morphogenesis","BP",0.0884251830420733,0.23793896765928,0.623534427010516,2.56014440433213,1.70931835047175,4,29,"7"
"3110","GO:0070861","regulation of protein exit from endoplasmic reticulum","BP",0.0884251830420733,0.23793896765928,0.623534427010516,2.56014440433213,1.70931835047175,4,29,"7"
"3111","GO:0071624","positive regulation of granulocyte chemotaxis","BP",0.0884251830420733,0.23793896765928,0.623534427010516,2.56014440433213,1.70931835047175,4,29,"7"
"3112","GO:0090344","negative regulation of cell aging","BP",0.0884251830420733,0.23793896765928,0.623534427010516,2.56014440433213,1.70931835047175,4,29,"7"
"3113","GO:0150117","positive regulation of cell-substrate junction organization","BP",0.0884251830420733,0.23793896765928,0.623534427010516,2.56014440433213,1.70931835047175,4,29,"7"
"3114","GO:1903513","endoplasmic reticulum to cytosol transport","BP",0.0884251830420733,0.23793896765928,0.623534427010516,2.56014440433213,1.70931835047175,4,29,"7"
"3115","GO:2000108","positive regulation of leukocyte apoptotic process","BP",0.0884251830420733,0.23793896765928,0.623534427010516,2.56014440433213,1.70931835047175,4,29,"7"
"3116","GO:0032200","telomere organization","BP",0.0899550131844514,0.241977830716326,0.616224420955924,1.5131318690769,10.2559101028305,15,174,"7"
"3117","GO:0048168","regulation of neuronal synaptic plasticity","BP",0.0903625735226855,0.242840362701875,0.614679127144396,2.04382286175984,3.12392664051733,6,53,"7"
"3118","GO:0071320","cellular response to cAMP","BP",0.0903625735226855,0.242840362701875,0.614679127144396,2.04382286175984,3.12392664051733,6,53,"7"
"3119","GO:2000772","regulation of cellular senescence","BP",0.0903625735226855,0.242840362701875,0.614679127144396,2.04382286175984,3.12392664051733,6,53,"7"
"3120","GO:0044070","regulation of anion transport","BP",0.0905031532405363,0.243062297488682,0.614282401347847,1.68678956920432,6.18891126894943,10,105,"7"
"3121","GO:1902106","negative regulation of leukocyte differentiation","BP",0.0905031532405363,0.243062297488682,0.614282401347847,1.68678956920432,6.18891126894943,10,105,"7"
"3122","GO:0060537","muscle tissue development","BP",0.0907802956101392,0.243728519476037,0.613093649615494,1.31823855043096,24.1072829428602,31,409,"7"
"3123","GO:0035337","fatty-acyl-CoA metabolic process","BP",0.0915663356141372,0.245602888037663,0.609766530643873,2.22297500752785,2.41662249549454,5,41,"7"
"3124","GO:1901998","toxin transport","BP",0.0915663356141372,0.245602888037663,0.609766530643873,2.22297500752785,2.41662249549454,5,41,"7"
"3125","GO:1905209","positive regulation of cardiocyte differentiation","BP",0.0915663356141372,0.245602888037663,0.609766530643873,2.22297500752785,2.41662249549454,5,41,"7"
"3126","GO:0060606","tube closure","BP",0.0922430628972791,0.247292136812836,0.60678969274945,1.73720084326426,5.42266511184141,9,92,"7"
"3127","GO:1901699","cellular response to nitrogen compound","BP",0.0922551314499806,0.247292136812836,0.60678969274945,1.2352355913346,42.2024806530266,51,716,"7"
"3128","GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","BP",0.0928285799299304,0.248432042456155,0.604792390120132,1.89991563770228,3.89017279762536,7,66,"7"
"3129","GO:0016444","somatic cell DNA recombination","BP",0.0928285799299304,0.248432042456155,0.604792390120132,1.89991563770228,3.89017279762536,7,66,"7"
"3130","GO:0045669","positive regulation of osteoblast differentiation","BP",0.0928285799299304,0.248432042456155,0.604792390120132,1.89991563770228,3.89017279762536,7,66,"7"
"3131","GO:1905207","regulation of cardiocyte differentiation","BP",0.0928285799299304,0.248432042456155,0.604792390120132,1.89991563770228,3.89017279762536,7,66,"7"
"3132","GO:2000378","negative regulation of reactive oxygen species metabolic process","BP",0.0928285799299304,0.248432042456155,0.604792390120132,1.89991563770228,3.89017279762536,7,66,"7"
"3133","GO:0042246","tissue regeneration","BP",0.0931799384272365,0.249133730110716,0.603567469535891,1.80475607266789,4.65641895473338,8,79,"7"
"3134","GO:0043536","positive regulation of blood vessel endothelial cell migration","BP",0.0931799384272365,0.249133730110716,0.603567469535891,1.80475607266789,4.65641895473338,8,79,"7"
"3135","GO:0070373","negative regulation of ERK1 and ERK2 cascade","BP",0.0931799384272365,0.249133730110716,0.603567469535891,1.80475607266789,4.65641895473338,8,79,"7"
"3136","GO:0010921","regulation of phosphatase activity","BP",0.0933226128838485,0.249435631757786,0.603041507671993,1.50358933454877,10.3148521149157,15,175,"7"
"3137","GO:0006997","nucleus organization","BP",0.0933953380338269,0.249538915683159,0.602861716379112,1.5897520661157,7.83928760733595,12,133,"7"
"3138","GO:0070838","divalent metal ion transport","BP",0.093948236764341,0.249538915683159,0.602861716379112,1.29081376231973,27.7616876921446,35,471,"7"
"3139","GO:0002634","regulation of germinal center formation","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3140","GO:0006265","DNA topological change","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3141","GO:0006621","protein retention in ER lumen","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3142","GO:0007042","lysosomal lumen acidification","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3143","GO:0009414","response to water deprivation","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3144","GO:0021683","cerebellar granular layer morphogenesis","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3145","GO:0030638","polyketide metabolic process","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3146","GO:0031642","negative regulation of myelination","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3147","GO:0031666","positive regulation of lipopolysaccharide-mediated signaling pathway","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3148","GO:0033240","positive regulation of cellular amine metabolic process","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3149","GO:0034371","chylomicron remodeling","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3150","GO:0034382","chylomicron remnant clearance","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3151","GO:0035360","positive regulation of peroxisome proliferator activated receptor signaling pathway","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3152","GO:0044597","daunorubicin metabolic process","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3153","GO:0044598","doxorubicin metabolic process","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3154","GO:0045541","negative regulation of cholesterol biosynthetic process","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3155","GO:0045762","positive regulation of adenylate cyclase activity","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3156","GO:0048087","positive regulation of developmental pigmentation","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3157","GO:0048671","negative regulation of collateral sprouting","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3158","GO:0048845","venous blood vessel morphogenesis","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3159","GO:0060297","regulation of sarcomere organization","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3160","GO:0061309","cardiac neural crest cell development involved in outflow tract morphogenesis","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3161","GO:0061549","sympathetic ganglion development","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3162","GO:0061744","motor behavior","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3163","GO:0071225","cellular response to muramyl dipeptide","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3164","GO:0071635","negative regulation of transforming growth factor beta production","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3165","GO:0071830","triglyceride-rich lipoprotein particle clearance","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3166","GO:0090206","negative regulation of cholesterol metabolic process","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3167","GO:0090237","regulation of arachidonic acid secretion","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3168","GO:0090647","modulation of age-related behavioral decline","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3169","GO:0097113","AMPA glutamate receptor clustering","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3170","GO:0097688","glutamate receptor clustering","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3171","GO:0098953","receptor diffusion trapping","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3172","GO:0098970","postsynaptic neurotransmitter receptor diffusion trapping","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3173","GO:0099628","neurotransmitter receptor diffusion trapping","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3174","GO:0099641","anterograde axonal protein transport","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3175","GO:0106119","negative regulation of sterol biosynthetic process","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3176","GO:1900227","positive regulation of NLRP3 inflammasome complex assembly","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3177","GO:1901164","negative regulation of trophoblast cell migration","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3178","GO:1901844","regulation of cell communication by electrical coupling involved in cardiac conduction","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3179","GO:1902746","regulation of lens fiber cell differentiation","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3180","GO:1903365","regulation of fear response","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3181","GO:1903748","negative regulation of establishment of protein localization to mitochondrion","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3182","GO:1903867","extraembryonic membrane development","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3183","GO:1904776","regulation of protein localization to cell cortex","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3184","GO:1905165","regulation of lysosomal protein catabolic process","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3185","GO:2000347","positive regulation of hepatocyte proliferation","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3186","GO:2000822","regulation of behavioral fear response","BP",0.0948497954386239,0.249538915683159,0.602861716379112,4.56808236808237,0.530478108767094,2,9,"7"
"3187","GO:0016241","regulation of macroautophagy","BP",0.0967682115043886,0.254506165305863,0.594301692596834,1.49416534082223,10.373794127001,15,176,"7"
"3188","GO:0030834","regulation of actin filament depolymerization","BP",0.0968707258385041,0.254695866994461,0.59397810237075,2.00113019891501,3.18286865260257,6,54,"7"
"3189","GO:0061097","regulation of protein tyrosine kinase activity","BP",0.0970914645553593,0.255076157432382,0.593330134018492,1.71642274316798,5.48160712392664,9,93,"7"
"3190","GO:0000132","establishment of mitotic spindle orientation","BP",0.0975078550461669,0.255076157432382,0.593330134018492,2.46153846153846,1.76826036255698,4,30,"7"
"3191","GO:0006362","transcription elongation from RNA polymerase I promoter","BP",0.0975078550461669,0.255076157432382,0.593330134018492,2.46153846153846,1.76826036255698,4,30,"7"
"3192","GO:0010800","positive regulation of peptidyl-threonine phosphorylation","BP",0.0975078550461669,0.255076157432382,0.593330134018492,2.46153846153846,1.76826036255698,4,30,"7"
"3193","GO:0033137","negative regulation of peptidyl-serine phosphorylation","BP",0.0975078550461669,0.255076157432382,0.593330134018492,2.46153846153846,1.76826036255698,4,30,"7"
"3194","GO:0033688","regulation of osteoblast proliferation","BP",0.0975078550461669,0.255076157432382,0.593330134018492,2.46153846153846,1.76826036255698,4,30,"7"
"3195","GO:0045939","negative regulation of steroid metabolic process","BP",0.0975078550461669,0.255076157432382,0.593330134018492,2.46153846153846,1.76826036255698,4,30,"7"
"3196","GO:1902751","positive regulation of cell cycle G2/M phase transition","BP",0.0975078550461669,0.255076157432382,0.593330134018492,2.46153846153846,1.76826036255698,4,30,"7"
"3197","GO:0071407","cellular response to organic cyclic compound","BP",0.0977271515871004,0.255076157432382,0.593330134018492,1.25607476635514,34.186367009435,42,580,"7"
"3198","GO:0002862","negative regulation of inflammatory response to antigenic stimulus","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3199","GO:0007039","protein catabolic process in the vacuole","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3200","GO:0007549","dosage compensation","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3201","GO:0030150","protein import into mitochondrial matrix","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3202","GO:0031445","regulation of heterochromatin assembly","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3203","GO:0032095","regulation of response to food","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3204","GO:0034393","positive regulation of smooth muscle cell apoptotic process","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3205","GO:0042053","regulation of dopamine metabolic process","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3206","GO:0042069","regulation of catecholamine metabolic process","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3207","GO:0046629","gamma-delta T cell activation","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3208","GO:0060602","branch elongation of an epithelium","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3209","GO:0071800","podosome assembly","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3210","GO:1900424","regulation of defense response to bacterium","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3211","GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3212","GO:1904683","regulation of metalloendopeptidase activity","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3213","GO:1905288","vascular associated smooth muscle cell apoptotic process","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3214","GO:1905459","regulation of vascular associated smooth muscle cell apoptotic process","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3215","GO:2000647","negative regulation of stem cell proliferation","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3216","GO:2000696","regulation of epithelial cell differentiation involved in kidney development","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3217","GO:2000757","negative regulation of peptidyl-lysine acetylation","BP",0.0978978762180832,0.255076157432382,0.593330134018492,2.99898557258792,1.11989822961942,3,19,"7"
"3218","GO:0014032","neural crest cell development","BP",0.0984920552986316,0.256385219724574,0.591107014945256,1.77958937198068,4.71536096681862,8,80,"7"
"3219","GO:1900182","positive regulation of protein localization to nucleus","BP",0.0984920552986316,0.256385219724574,0.591107014945256,1.77958937198068,4.71536096681862,8,80,"7"
"3220","GO:1901224","positive regulation of NIK/NF-kappaB signaling","BP",0.0984920552986316,0.256385219724574,0.591107014945256,1.77958937198068,4.71536096681862,8,80,"7"
"3221","GO:0007040","lysosome organization","BP",0.0986861604046234,0.256731035540519,0.590521627435828,1.86814479638009,3.94911480971059,7,67,"7"
"3222","GO:0080171","lytic vacuole organization","BP",0.0986861604046234,0.256731035540519,0.590521627435828,1.86814479638009,3.94911480971059,7,67,"7"
"3223","GO:0001504","neurotransmitter uptake","BP",0.0991701771945704,0.257670311607219,0.588935617335467,2.16277252862619,2.47556450757977,5,42,"7"
"3224","GO:0006509","membrane protein ectodomain proteolysis","BP",0.0991701771945704,0.257670311607219,0.588935617335467,2.16277252862619,2.47556450757977,5,42,"7"
"3225","GO:0051602","response to electrical stimulus","BP",0.0991701771945704,0.257670311607219,0.588935617335467,2.16277252862619,2.47556450757977,5,42,"7"
"3226","GO:0071470","cellular response to osmotic stress","BP",0.0991701771945704,0.257670311607219,0.588935617335467,2.16277252862619,2.47556450757977,5,42,"7"
"3227","GO:0050905","neuromuscular process","BP",0.0995280576214925,0.258520043068903,0.587505780396799,1.65182330158849,6.3067952931199,10,107,"7"
"3228","GO:0009914","hormone transport","BP",0.09982012192131,0.259127920075708,0.586485790867706,1.34722127893408,19.0382699035302,25,323,"7"
"3229","GO:0055085","transmembrane transport","BP",0.0998239148084541,0.259127920075708,0.586485790867706,1.15200561771701,94.8376974451394,107,1609,"7"
"3230","GO:0009267","cellular response to starvation","BP",0.10106329372673,0.262263940562679,0.581261417725307,1.50652192515984,9.60754796989293,14,163,"7"
"3231","GO:1901342","regulation of vasculature development","BP",0.101167149015411,0.262452195310176,0.580949790176816,1.29055018501857,26.1702533658433,33,444,"7"
"3232","GO:1904018","positive regulation of vasculature development","BP",0.10122532406188,0.262521864568897,0.580834519815437,1.41143133069025,13.8513728400297,19,235,"7"
"3233","GO:0030641","regulation of cellular pH","BP",0.102084509591089,0.264586382001394,0.577432512279455,1.69613353954456,5.54054913601187,9,94,"7"
"3234","GO:1901992","positive regulation of mitotic cell cycle phase transition","BP",0.102084509591089,0.264586382001394,0.577432512279455,1.69613353954456,5.54054913601187,9,94,"7"
"3235","GO:0044272","sulfur compound biosynthetic process","BP",0.102696488005984,0.266021669918835,0.575082984636409,1.45802919708029,11.3168663203647,16,192,"7"
"3236","GO:0001954","positive regulation of cell-matrix adhesion","BP",0.103621302570692,0.266021669918835,0.575082984636409,1.96018009373731,3.2418106646878,6,55,"7"
"3237","GO:0002931","response to ischemia","BP",0.103621302570692,0.266021669918835,0.575082984636409,1.96018009373731,3.2418106646878,6,55,"7"
"3238","GO:0008347","glial cell migration","BP",0.103621302570692,0.266021669918835,0.575082984636409,1.96018009373731,3.2418106646878,6,55,"7"
"3239","GO:0045620","negative regulation of lymphocyte differentiation","BP",0.103621302570692,0.266021669918835,0.575082984636409,1.96018009373731,3.2418106646878,6,55,"7"
"3240","GO:0050819","negative regulation of coagulation","BP",0.103621302570692,0.266021669918835,0.575082984636409,1.96018009373731,3.2418106646878,6,55,"7"
"3241","GO:0050879","multicellular organismal movement","BP",0.103621302570692,0.266021669918835,0.575082984636409,1.96018009373731,3.2418106646878,6,55,"7"
"3242","GO:0050881","musculoskeletal movement","BP",0.103621302570692,0.266021669918835,0.575082984636409,1.96018009373731,3.2418106646878,6,55,"7"
"3243","GO:0051452","intracellular pH reduction","BP",0.103621302570692,0.266021669918835,0.575082984636409,1.96018009373731,3.2418106646878,6,55,"7"
"3244","GO:0051260","protein homooligomerization","BP",0.103893564735695,0.266021669918835,0.575082984636409,1.47566424884375,10.4916781511714,15,178,"7"
"3245","GO:0002062","chondrocyte differentiation","BP",0.104230850096054,0.266021669918835,0.575082984636409,1.63487536575429,6.36573730520513,10,108,"7"
"3246","GO:0051146","striated muscle cell differentiation","BP",0.10451159811746,0.266021669918835,0.575082984636409,1.35744476854103,17.3878935651436,23,295,"7"
"3247","GO:0002637","regulation of immunoglobulin production","BP",0.10474172312429,0.266021669918835,0.575082984636409,1.8374156219865,4.00805682179582,7,68,"7"
"3248","GO:0002753","cytoplasmic pattern recognition receptor signaling pathway","BP",0.10474172312429,0.266021669918835,0.575082984636409,1.8374156219865,4.00805682179582,7,68,"7"
"3249","GO:0016239","positive regulation of macroautophagy","BP",0.10474172312429,0.266021669918835,0.575082984636409,1.8374156219865,4.00805682179582,7,68,"7"
"3250","GO:0040014","regulation of multicellular organism growth","BP",0.10474172312429,0.266021669918835,0.575082984636409,1.8374156219865,4.00805682179582,7,68,"7"
