"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","p_adj_FDR","nlog10p.adj","nlog10p.FDR","cluster"
"TMSB10",0,-1.1576965963678,0.836,0.973,0,0,Inf,Inf,7
"ACTB",0,-1.17845766881108,0.845,0.971,0,0,Inf,Inf,7
"NDUFA4",0,-1.07951616833284,0.638,0.936,0,0,Inf,Inf,7
"LDHA",0,-1.43264034276279,0.32,0.754,0,0,Inf,Inf,7
"FTH1",0,-1.86331576842954,0.843,0.929,0,0,Inf,Inf,7
"CFL1",0,-0.901769262832715,0.616,0.931,0,0,Inf,Inf,7
"GSTP1",0,-1.00341908143648,0.369,0.813,0,0,Inf,Inf,7
"GAPDH",0,-1.49465967634417,0.896,0.993,0,0,Inf,Inf,7
"MYL6",0,-1.19461052974692,0.667,0.952,0,0,Inf,Inf,7
"DYNLL1",0,-0.951021154116759,0.569,0.914,0,0,Inf,Inf,7
"OAZ1",0,-1.09499457200603,0.522,0.888,0,0,Inf,Inf,7
"TMSB4X",0,-1.80139213925455,0.906,0.995,0,0,Inf,Inf,7
"TPI1",1.55934996905596e-304,-1.18083368617533,0.511,0.869,5.06804333442877e-300,7.91599425467818e-303,299.295159680327,302.101494529671,7
"UBA52",2.52282514116131e-298,-0.820635695495649,0.693,0.963,8.19943399128838e-294,1.17686383612012e-296,293.086216126024,295.929273782392,7
"CD63",1.63755698705132e-297,-1.29760091461072,0.603,0.904,5.3222239636155e-293,7.43795620960679e-296,292.273906853927,295.128546382845,7
"CALM2",4.57391037976209e-294,-0.941252982301222,0.671,0.942,1.48656661252648e-289,2.02424854242804e-292,288.82781562544,291.693736164768,7
"ACTG1",1.07708157084806e-292,-1.09825060021652,0.709,0.948,3.50062281341327e-288,4.64760697820937e-291,287.45585468126,290.332770604889,7
"UQCR11",2.88467748458795e-292,-0.958238726581774,0.486,0.86,9.37549029265929e-288,1.2143788630241e-290,287.028006011512,289.915645800533,7
"RPS28",1.08666933864966e-291,-0.836537838350393,0.756,0.98,3.53178401754527e-287,4.46569352026029e-290,286.452005863095,289.350111085794,7
"RPL41",5.70096754421013e-287,-0.619815790486943,0.912,0.994,1.85287146154373e-282,2.23633408666061e-285,281.732154707761,284.650463316548,7
"RPS27A",2.20364466754528e-286,-0.668005977731436,0.799,0.986,7.16206553398891e-282,8.45220154707367e-285,281.144961709445,284.073030155522,7
"SKP1",3.00742281289899e-284,-0.88194254548989,0.46,0.857,9.77442488420301e-280,1.12843734240514e-282,279.009908786563,281.947522550546,7
"EEF1A1",8.54692315851748e-283,-0.877008555130775,0.901,0.995,2.77783549574977e-278,3.13872114289387e-281,277.556293476886,280.503247267123,7
"FTL",1.00989975591329e-278,-1.87783559885702,0.835,0.978,3.28227519669378e-274,3.6314312056382e-277,273.483825009086,276.439922178763,7
"RHOA",3.62987105018402e-276,-0.849018606123512,0.259,0.717,1.17974439002031e-271,1.27860355767707e-274,270.928212079159,273.893264091489,7
"PPIA",1.30311496709889e-275,-0.842596307406819,0.673,0.947,4.23525395456812e-271,4.49835286642538e-274,270.373120543359,273.346946479996,7
"BTF3",5.8367397569051e-273,-0.838098878331865,0.497,0.895,1.89699878839173e-268,1.97533584714082e-271,267.721932946494,270.704359054893,7
"POMP",5.45661827497145e-272,-0.857909568495959,0.32,0.763,1.77345550554847e-267,1.81117752742322e-270,266.751179703125,269.742038979061,7
"RPL21",1.88295246405045e-265,-0.607871866592753,0.702,0.976,6.11978380341037e-261,6.13203009990769e-264,260.213263920117,263.212395722019,7
"SUMO2",1.60270219975892e-264,-0.848103787801061,0.503,0.872,5.20894241943648e-260,5.12271110515538e-263,259.283250443308,262.290500135432,7
"CLIC1",4.30179321143293e-264,-0.940154218112998,0.166,0.607,1.39812581164782e-259,1.34998092416968e-262,258.85445374644,261.869672368236,7
"CHCHD2",1.29376972456252e-261,-1.32394462312436,0.618,0.876,4.20488098180065e-257,3.98758311534805e-260,256.376246292299,259.399290251606,7
"H3F3B",1.23088847423272e-259,-0.796490919505824,0.803,0.97,4.00051063010376e-255,3.72721667811522e-258,254.397884571251,257.428615359225,7
"LGALS1",1.34095253608506e-258,-1.75184125813833,0.355,0.707,4.35822983753006e-254,3.92285436827596e-257,253.360689870341,256.406397814284,7
"TPT1",6.41081851964785e-257,-0.988694733682858,0.701,0.965,2.08358012707075e-252,1.81394635490364e-255,251.681189793467,254.741375560779,7
"GABARAP",9.90551868958797e-254,-0.822357614941227,0.487,0.873,3.21939262930299e-249,2.71379766003632e-252,248.492226054585,251.566422536339,7
"ARPC5",1.23579238066557e-253,-0.851424992665506,0.201,0.642,4.01644881640118e-249,3.33277757660747e-252,248.396157763095,251.47719366938,7
"NDUFB2",6.31763088183507e-250,-0.83732672576446,0.454,0.83,2.05329321290522e-245,1.6521561972799e-248,244.687549028392,247.781948896235,7
"RPS5",8.83161663559565e-249,-0.568886282728204,0.673,0.954,2.87036372273494e-244,2.27512989746837e-247,243.542063067458,246.64299380246,7
"EIF1",2.99307095058391e-247,-0.823374023995329,0.758,0.954,9.72777989649278e-243,7.48701516044614e-246,242.01198626443,245.125691287469,7
"PKM",2.76933829017365e-246,-1.01178866354604,0.369,0.771,9.00062637689337e-242,6.82839698405674e-245,241.045727265832,244.165681238147,7
"RPL27",3.06404410184882e-246,-0.730354412259769,0.675,0.949,9.95844973541886e-242,7.44864805604376e-245,241.001808264363,244.127922545383,7
"RPS3A",1.09604624527325e-245,-0.639259338952721,0.787,0.98,3.56225990176261e-241,2.59147372512553e-244,240.448274397679,243.586453190101,7
"ENO1",1.62881368726467e-245,-1.11889301084501,0.443,0.804,5.29380736497891e-241,3.79909787056598e-244,240.27623186618,243.420319518212,7
"RPL10",8.79166966279791e-245,-0.60181316660657,0.892,0.993,2.85738055710595e-240,2.02325624506523e-243,239.544031914729,242.693949110422,7
"PSMA7",1.9703376085456e-244,-0.84074021987729,0.383,0.788,6.40379426153404e-240,4.47474041098644e-243,239.193562629363,242.349232153945,7
"RPSA",2.61578803404727e-240,-0.837811286287393,0.616,0.926,8.50157268945702e-236,5.71500018577922e-239,235.070500727559,238.242983751151,7
"PRDX2",6.25598224406459e-240,-0.996629991086996,0.327,0.725,2.03325678914343e-235,1.34972816915693e-238,234.691807768895,237.869753688188,7
"RPS4X",1.17677194039129e-239,-0.676684920990595,0.747,0.976,3.82462648346572e-235,2.47696142575044e-238,234.417410972037,237.606080756722,7
"GPX4",4.7846035328862e-239,-0.910162675571453,0.288,0.697,1.55504399422334e-234,9.94966951537539e-238,233.808257319706,237.002191344383,7
"RPS14",1.50284888257578e-238,-0.710458259275514,0.811,0.988,4.88440915325953e-234,3.0879966325307e-237,233.311187963572,236.510323181935,7
"SNX3",2.75593401525133e-238,-0.922547476311726,0.306,0.717,8.95706114296834e-234,5.59616718861623e-237,233.047834461181,236.252109319197,7
"MYL12B",4.79520938994433e-238,-0.784938132591588,0.199,0.628,1.55849100382581e-233,9.62387372912083e-237,232.807295700285,236.01665008383,7
"PFN1",6.63806082619562e-236,-1.00611662262898,0.361,0.734,2.15743614912184e-231,1.30196511204701e-234,230.666062048681,233.885400653132,7
"RPL9",1.90616713942565e-234,-0.718716124643888,0.749,0.975,6.19523381984729e-230,3.69667919398726e-233,229.207942297883,232.432188236829,7
"ANXA5",3.54240724156551e-234,-0.887596547222237,0.254,0.683,1.15131777758121e-229,6.79354988771341e-233,228.938804789314,232.167903231054,7
"RPL18A",4.12155367609916e-232,-0.634556980531428,0.777,0.979,1.33954616026899e-227,7.73239309233386e-231,226.873042316169,230.111686075816,7
"RPS9",9.65271027537659e-232,-0.573951039826851,0.761,0.972,3.13722736660014e-227,1.79145999304301e-230,226.503454005216,229.746792886072,7
"UBL5",3.58597722569122e-230,-0.728128707989859,0.485,0.869,1.1654784581219e-225,6.44728822035734e-229,224.933495749261,228.190622914602,7
"RPL7",5.16704165843449e-228,-0.639614406208792,0.76,0.981,1.67934020940779e-223,9.10032030863054e-227,222.774861313331,226.040943321325,7
"DSTN",6.72124205769487e-228,-0.826534378160576,0.347,0.758,2.18447088117141e-223,1.17180442339206e-226,222.660653740028,225.931144866927,7
"VIM",3.85678469010822e-227,-1.68612468926289,0.497,0.781,1.25349359213207e-222,6.65681037512678e-226,221.901877881816,225.176733814118,7
"VDAC1",1.1889108417272e-226,-0.743690962726118,0.204,0.625,3.86407912669757e-222,2.03174268596153e-225,221.412953988898,224.692131294982,7
"RPS29",2.37910864359186e-226,-0.767211236585319,0.652,0.964,7.73234100253791e-222,4.02582501847015e-225,221.111689001481,224.395145105544,7
"TOMM7",2.27061046824024e-225,-0.768063627364473,0.557,0.901,7.37971108282762e-221,3.80492589143948e-224,220.13196064056,223.419653797567,7
"YWHAE",3.20861918454798e-225,-0.749421253933332,0.476,0.86,1.04283332116994e-220,5.32507376204789e-224,219.981785100472,223.273674372072,7
"RPS3",3.5869229305125e-224,-0.707200033889257,0.701,0.963,1.16578582164587e-219,5.89621807434722e-223,218.933381230899,222.22942646227,7
"NDUFA11",8.47656809001603e-223,-0.718186205000955,0.343,0.756,2.75496939493611e-218,1.38024118144978e-221,217.55988322138,220.860045018946,7
"UQCR10",1.4386169077636e-222,-0.700259098226041,0.404,0.82,4.67564881192247e-218,2.32061007738315e-221,217.330158116153,220.634397826139,7
"RPL36",2.26883102303255e-221,-0.705933841390715,0.759,0.974,7.37392770795809e-217,3.62592809792054e-220,216.132301124418,219.440580812206,7
"PGK1",2.86853878206112e-220,-0.995668116598871,0.253,0.667,9.32303789557686e-216,4.54229168608945e-219,215.030442550488,218.34272498073,7
"SRP9",1.49799857903981e-217,-0.714169647377497,0.197,0.62,4.86864518173728e-213,2.32932031299343e-216,212.312591874916,215.632770786004,7
"RPL3",4.83595727416888e-217,-0.733231783019904,0.796,0.978,1.57173447367763e-212,7.45255558501382e-216,211.803620821119,215.12769477609,7
"AP2S1",3.45283243761738e-216,-0.786634475556426,0.235,0.644,1.12220507055003e-211,5.27397237816602e-215,210.94992777332,214.277862149105,7
"BEX3",4.24373956414584e-216,-0.886996668392039,0.414,0.759,1.37925779574304e-211,6.4251706032594e-215,210.860354552675,214.192115336313,7
"MORF4L1",2.04162923751678e-215,-0.670129169482081,0.415,0.836,6.63549918485329e-211,3.03780350340859e-214,210.178126399842,213.51744032137,7
"RACK1",5.09342862617267e-214,-0.6953402547145,0.729,0.958,1.65541523779238e-209,7.51389556305472e-213,208.781093051518,212.124134845565,7
"COX7A2",8.44781822246648e-213,-0.715636136105308,0.525,0.866,2.74562540048383e-208,1.22528859260312e-211,207.561358716043,210.911761609737,7
"RAN",9.53046629284788e-213,-0.893121427881268,0.382,0.769,3.09749684983849e-208,1.37079873512129e-211,207.50898912663,210.863026304979,7
"RPL26",5.07112581193365e-212,-0.613630912485097,0.776,0.978,1.64816660013656e-207,7.23368855487396e-211,206.782998891023,210.140640193641,7
"ANAPC11",1.69702165092792e-209,-0.729364813140667,0.34,0.751,5.51549006768084e-205,2.40086833565705e-208,204.258415893154,207.61963165613,7
"COMMD6",2.43991320838602e-209,-0.704678091316414,0.34,0.753,7.92996191857541e-205,3.42381316884087e-208,204.100728898255,207.465489941996,7
"RPS17",1.73383515336492e-206,-0.633024989339776,0.728,0.965,5.63513763195132e-202,2.39407957976628e-205,201.24909547233,204.620861417639,7
"HINT1",2.58833351930015e-206,-0.697738660259432,0.544,0.892,8.41234277107741e-202,3.54560607485084e-205,201.075083039771,204.45030951719,7
"ATP5MC3",3.12269696743814e-206,-0.780791698675147,0.378,0.748,1.01490774138707e-201,4.24391729590412e-205,200.993573434822,204.372233088079,7
"ARPC2",1.51257423443436e-205,-0.865538051380639,0.345,0.717,4.91601751933512e-201,2.03961181924508e-204,200.308386578077,203.690452480026,7
"PARK7",2.30924846538052e-205,-0.712235337536013,0.436,0.813,7.50528843733322e-201,3.08973864437734e-204,200.124632612637,203.510078255237,7
"ANXA2",1.07514558400709e-204,-1.08607491984153,0.207,0.585,3.49433066258143e-200,1.42746252153556e-203,199.456636000859,202.845435285467,7
"RPS13",3.22378456326341e-204,-0.531137347546963,0.639,0.958,1.04776222090624e-199,4.24752072991805e-203,198.979737264933,202.37186449289,7
"RPLP0",7.49718760071694e-204,-0.675280421162298,0.673,0.946,2.43666094210901e-199,9.80314075669503e-203,198.613204898068,202.008634761575,7
"CD99",2.38710943427942e-203,-1.13870646724629,0.256,0.625,7.75834437235153e-199,3.09785780719269e-202,198.110230947127,201.508938520395,7
"RPS24",3.61411586367847e-203,-0.790088091135933,0.744,0.971,1.17462379685414e-198,4.65519700052913e-202,197.930101204976,201.332061935642,7
"EEF1G",1.26988494324882e-202,-0.719232533879777,0.672,0.944,4.127253054053e-198,1.62357141633146e-201,197.384338902431,200.789528603227,7
"PSMA2",4.94516510159081e-202,-0.702855942171525,0.325,0.724,1.60722810966803e-197,6.27599629804834e-201,196.793922480586,200.202317321257,7
"TUBA1B",6.78961624925206e-202,-1.27022040026648,0.591,0.866,2.20669317716941e-197,8.55392528920369e-201,196.656258047774,200.067834547232,7
"RPL15",8.27088432577277e-202,-0.602210688291607,0.791,0.981,2.68812011471941e-197,1.03445988016549e-200,196.57055132937,199.985286348073,7
"RPS21",8.41580751007002e-202,-0.767813841510198,0.636,0.93,2.73522159884786e-197,1.04501322031517e-200,196.563007482764,199.98087821532,7
"RPL10A",3.93773335060954e-201,-0.559658959736359,0.656,0.946,1.27980271628161e-196,4.82023245613621e-200,195.89285697241,199.316932017366,7
"NEDD8",9.43655399984546e-201,-0.669520493508564,0.33,0.74,3.06697441548977e-196,1.14700649322065e-199,195.51328984686,198.940434123544,7
"RPL37A",5.46779734418861e-200,-0.680415477549563,0.804,0.982,1.77708881483474e-195,6.59959315809058e-199,194.750290866607,198.180482836374,7
"PTGES3",6.04387621030199e-200,-0.669538637073461,0.262,0.667,1.96432020711025e-195,7.24425717984808e-199,194.706787715711,198.140006140108,7
"UBB",2.38503823574268e-199,-0.890239260595965,0.641,0.914,7.75161276998729e-195,2.83901792751163e-198,194.110607930495,197.546831865031,7
"PHPT1",1.04297847597913e-198,-0.671424377388849,0.323,0.728,3.38978434477976e-194,1.23300058187669e-197,193.469827930367,196.909036718452,7
"BRK1",2.18204150973548e-196,-0.651421406122652,0.355,0.764,7.09185311079129e-192,2.52765345355936e-195,191.149240268253,194.597282468967,7
"COPE",2.35636554682039e-196,-0.706759854266286,0.288,0.685,7.65842366372094e-192,2.71139128920799e-195,191.115860612169,194.566807803526,7
"H2AFZ",4.68020438581435e-196,-1.11978577555479,0.452,0.806,1.52111322743352e-191,5.34969057610302e-195,190.817838457072,194.271671336666,7
"ATP5F1E",1.99405937713046e-195,-0.666671177983191,0.672,0.945,6.4808923816117e-191,2.2643068979784e-194,190.188365190159,193.645064710405,7
"DAD1",4.00009966053631e-195,-0.654279748758559,0.284,0.688,1.30007239067091e-190,4.51253072816057e-194,189.886032464621,193.34557982774,7
"RPL35A",4.03997336646873e-194,-0.654253189902951,0.74,0.971,1.313031743836e-189,4.52791820163963e-193,188.881724774287,192.344101427424,7
"POLR2L",7.30754110069867e-193,-0.73218951967269,0.288,0.683,2.37502393313807e-188,8.13730060632639e-192,187.624332009628,191.089519640099,7
"GLUL",1.16521358988937e-192,-1.31079029970667,0.217,0.585,3.78706068849945e-188,1.28920426676222e-191,187.421697735157,190.889678265812,7
"TBCA",3.30261968533705e-192,-0.687924514932092,0.446,0.815,1.0733844239314e-187,3.63077807445334e-191,186.969244711126,190.440000295837,7
"PRDX6",7.11482216447276e-192,-0.737622499191728,0.239,0.629,2.31238835167529e-187,7.77226775688607e-191,186.635939226988,190.109452246243,7
"RPL5",9.72468992400505e-192,-0.602848322487236,0.682,0.957,3.16062147220088e-187,1.05564873011526e-190,186.500227513771,189.976480570392,7
"CCNI",1.22126468355028e-191,-0.765659405899086,0.382,0.755,3.96923234800675e-187,1.31743927737986e-190,186.401293477937,189.880269392895,7
"ATP5PB",1.50525470831134e-190,-0.62525100932141,0.196,0.586,4.8922283274827e-186,1.61370784257477e-189,185.310493282001,188.792175090334,7
"RPS23",3.31666451434053e-190,-0.557008625939467,0.796,0.984,1.07794913380581e-185,3.51200181089064e-189,184.967401732126,188.454445268831,7
"COX8A",3.43304248116265e-189,-0.684011148552491,0.403,0.779,1.11577313680267e-184,3.61306787956509e-188,183.952424098813,187.442123879162,7
"PSMB1",3.96359502488064e-189,-0.658581122399264,0.328,0.723,1.28820801903646e-184,4.14616061390544e-188,183.890014001708,187.382353878223,7
"TXN",9.15849698720558e-189,-0.710324073022716,0.349,0.739,2.97660310581168e-184,9.52262999994989e-188,183.526279069434,187.021243089775,7
"SOD1",1.15262792915689e-188,-0.671623883346861,0.405,0.79,3.7461560325528e-184,1.19127892558371e-187,183.426414137621,186.92398654107,7
"COPS9",3.09600671714109e-188,-0.642193227853354,0.303,0.705,1.00623314313803e-183,3.18077832963424e-187,182.997301382056,186.497466596083,7
"SRP14",8.25177584592072e-188,-0.653489036339641,0.648,0.943,2.68190966768269e-183,8.42755331956163e-187,182.571555854183,186.074298491098,7
"SSR3",1.31439601999988e-187,-0.639511850975848,0.148,0.525,4.2719185046016e-183,1.32669446229227e-186,182.369377040937,185.877229083631,7
"PSMB6",1.54957541826006e-187,-0.651637460571959,0.225,0.619,5.03627506688702e-183,1.55498091390515e-186,182.297890557998,185.808274937207,7
"DBI",2.47137836296769e-187,-1.05738853008657,0.613,0.885,8.03222681748128e-183,2.46566419334233e-186,182.095164036231,185.608066071661,7
"OST4",6.30724315192823e-187,-0.652080347430502,0.455,0.83,2.04991709680819e-182,6.22074381727321e-186,181.688263702421,185.206157683408,7
"GNG10",1.77842787891404e-186,-0.66421917828738,0.171,0.556,5.78006844925853e-182,1.73421837231957e-185,181.238067018507,184.76089621717,7
"CNN3",1.92313738688142e-186,-1.25112147261755,0.195,0.549,6.25038882110329e-182,1.8647950167176e-185,181.204092965439,184.729368900049,7
"NOP10",3.26412103668739e-185,-0.616910002950517,0.247,0.646,1.06087197813377e-180,3.14741503314102e-184,179.97433702189,183.502045985171,7
"RBX1",4.81529818001539e-185,-0.628190364892945,0.321,0.72,1.5650200614868e-180,4.61733592150365e-184,179.805480091001,183.335608528406,7
"ERH",6.12946511566265e-185,-0.694235198910657,0.325,0.722,1.99213745724152e-180,5.81288834595261e-184,179.700680698612,183.235608018898,7
"LAPTM4A",6.42181244514538e-185,-0.687282976311859,0.231,0.628,2.0871532627967e-180,6.05685698378193e-184,179.680445658868,183.2177526809,7
"PSMA4",7.16692338888056e-185,-0.640239068120929,0.208,0.59,2.32932177062007e-180,6.7228857441347e-184,179.632770514234,183.172444269545,7
"NME2",2.91145121357409e-184,-0.763055747071281,0.551,0.829,9.46250758923714e-180,2.71630529439399e-183,179.023993759174,182.566021419878,7
"CYCS",4.44511617309635e-184,-0.698073649822464,0.3,0.684,1.44470720741804e-179,4.12487662084102e-183,178.84022016058,182.384589037099,7
"SERF2",4.88715306823015e-184,-0.670428310196652,0.632,0.936,1.58837361870548e-179,4.51081614746804e-183,178.799047334745,182.345744873582,7
"C4orf3",2.83615633916388e-183,-0.64402992984136,0.286,0.681,9.21779171791652e-179,2.59005600073908e-182,178.035373109271,181.586690845745,7
"RPL35",5.17586543083077e-183,-0.590507370977158,0.77,0.972,1.68220802367431e-178,4.70186512295469e-182,177.774120299889,181.327729833143,7
"FAU",7.13854061204305e-183,-0.506812384516753,0.712,0.968,2.32009708432011e-178,6.41725057103454e-182,177.634493841703,181.192651002708,7
"ATP5PF",9.20145630313336e-183,-0.64458478894039,0.395,0.778,2.99056531308138e-178,8.22886713948611e-182,177.524246708282,181.084659949591,7
"PSMB2",1.04270226311573e-182,-0.593222105088901,0.16,0.538,3.38888662535243e-178,9.27682528936983e-182,177.46994296017,181.032600622402,7
"FKBP1A",3.2036736618504e-182,-0.696169034701066,0.239,0.62,1.041225976838e-177,2.83566191813015e-181,176.98245500551,180.547345549174,7
"PEBP1",3.41038842830914e-182,-0.764652744640034,0.476,0.797,1.10841034308475e-177,3.00322980982733e-181,176.95529943027,180.522411433928,7
"RPL23",1.37618781379214e-181,-0.626692874107247,0.673,0.941,4.47274801360584e-177,1.20573612518032e-180,176.34942556849,179.918747726953,7
"RPS15",2.44588491189521e-181,-0.654649267767522,0.803,0.937,7.94937055215063e-177,2.132119877743e-180,176.099667258331,179.671188380894,7
"GNG5",3.09066569442792e-181,-0.636149841383572,0.287,0.678,1.00449725734602e-176,2.68064773295607e-180,175.998051244701,179.571760253412,7
"CNBP",4.63033663912541e-181,-0.658417112413004,0.266,0.656,1.50490571108215e-176,3.99598051956523e-180,175.822490709664,179.39837663763,7
"MRPL51",4.78318933143753e-181,-0.617663108328722,0.303,0.698,1.55458436461051e-176,4.10735561495581e-180,175.808385704569,179.386437694291,7
"SF3B5",2.78017767181819e-180,-0.573721415357846,0.261,0.661,9.0358554511763e-176,2.37553795126643e-179,175.044030725213,178.624238026961,7
"SLIRP",7.74821671439929e-180,-0.628453908908924,0.227,0.618,2.51824791434691e-175,6.58789263500157e-179,174.598901517067,178.181253487281,7
"SERBP1",5.2866672106612e-179,-0.601619039844598,0.362,0.748,1.718219710137e-174,4.47293510078492e-178,173.764921303369,177.349407403096,7
"S100A10",6.39916674410454e-179,-1.52938359628186,0.304,0.627,2.07979318350142e-174,5.3877862440607e-178,173.681979849523,177.26858964288,7
"S100A11",2.16870341728829e-178,-1.3099381206756,0.142,0.475,7.04850297652867e-174,1.81707868846582e-177,173.151903112522,176.740626265193,7
"HMGB1",2.28845456588724e-178,-0.985840219052798,0.665,0.921,7.43770618459013e-174,1.90815100517941e-177,173.128560981789,176.719387259547,7
"SRI",2.54613440147248e-178,-0.762655092946368,0.432,0.769,8.27519141822572e-174,2.11280191199111e-177,173.08222195152,176.675141218784,7
