"GOID","Term","Class","Pvalue","p.adj","nlog10p.adj","OddsRatio","ExpCount","Count","Size","cluster"
"GO:0071548","response to dexamethasone","BP",0.0177549492315901,0.0762485271738197,1.11776854078722,10.4420289855072,0.204282836849359,2,41,"7"
"GO:0048584","positive regulation of response to stimulus","BP",0.0178221284300211,0.0763723817392277,1.11706366533462,1.8047863814735,12.2818827520407,20,2465,"7"
"GO:1901654","response to ketone","BP",0.0178293306206963,0.0763723817392277,1.11706366533462,4.21224489795918,0.996501643167603,4,200,"7"
"GO:0044237","cellular metabolic process","BP",0.0179343289312941,0.0767241571882149,1.11506787357738,1.63465975474458,56.7208735291,67,11384,"7"
"GO:0007346","regulation of mitotic cell cycle","BP",0.0180219876225371,0.0768938013412524,1.11410866867443,2.56082561673853,3.31835047174812,8,666,"7"
"GO:0042303","molting cycle","BP",0.0180427613761376,0.0768938013412524,1.11410866867443,5.6971916971917,0.55305841195802,3,111,"7"
"GO:0042633","hair cycle","BP",0.0180427613761376,0.0768938013412524,1.11410866867443,5.6971916971917,0.55305841195802,3,111,"7"
"GO:0048511","rhythmic process","BP",0.0182505117978024,0.0776804778804941,1.109688111367,3.45917602996255,1.51966500583059,5,305,"7"
"GO:0009746","response to hexose","BP",0.0184211017721445,0.0782080700554084,1.10674843108718,4.1692480359147,1.00646665959928,4,202,"7"
"GO:0034341","response to interferon-gamma","BP",0.0184211017721445,0.0782080700554084,1.10674843108718,4.1692480359147,1.00646665959928,4,202,"7"
"GO:0006275","regulation of DNA replication","BP",0.018473814207923,0.0782338041077951,1.10660555173203,5.64462143361226,0.558040920173858,3,112,"7"
"GO:0010927","cellular component assembly involved in morphogenesis","BP",0.018473814207923,0.0782338041077951,1.10660555173203,5.64462143361226,0.558040920173858,3,112,"7"
"GO:0022037","metencephalon development","BP",0.0193530472343979,0.0787821395970992,1.10357222862214,5.54232254232254,0.568005936605534,3,114,"7"
"GO:0044281","small molecule metabolic process","BP",0.0194017673819771,0.0787821395970992,1.10357222862214,1.86816610808546,9.96999893989187,17,2001,"7"
"GO:0001953","negative regulation of cell-matrix adhesion","BP",0.0194270368754135,0.0787821395970992,1.10357222862214,9.93160127253446,0.214247853281035,2,43,"7"
"GO:0021762","substantia nigra development","BP",0.0194270368754135,0.0787821395970992,1.10357222862214,9.93160127253446,0.214247853281035,2,43,"7"
"GO:0030517","negative regulation of axon extension","BP",0.0194270368754135,0.0787821395970992,1.10357222862214,9.93160127253446,0.214247853281035,2,43,"7"
"GO:0046688","response to copper ion","BP",0.0194270368754135,0.0787821395970992,1.10357222862214,9.93160127253446,0.214247853281035,2,43,"7"
"GO:0090317","negative regulation of intracellular protein transport","BP",0.0194270368754135,0.0787821395970992,1.10357222862214,9.93160127253446,0.214247853281035,2,43,"7"
"GO:0044843","cell cycle G1/S phase transition","BP",0.0194304365700925,0.0787821395970992,1.10357222862214,3.40154724627003,1.54457754690978,5,310,"7"
"GO:0001907","killing by symbiont of host cells","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0002265","astrocyte activation involved in immune response","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0006598","polyamine catabolic process","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0010710","regulation of collagen catabolic process","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0010730","negative regulation of hydrogen peroxide biosynthetic process","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0014005","microglia development","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0014734","skeletal muscle hypertrophy","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0030035","microspike assembly","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0032431","activation of phospholipase A2 activity","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0033590","response to cobalamin","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0033594","response to hydroxyisoflavone","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0036378","calcitriol biosynthetic process from calciol","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0038189","neuropilin signaling pathway","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0042078","germ-line stem cell division","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0044107","cellular alcohol metabolic process","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0044108","cellular alcohol biosynthetic process","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0048133","male germ-line stem cell asymmetric division","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0048686","regulation of sprouting of injured axon","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0048690","regulation of axon extension involved in regeneration","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0051138","positive regulation of NK T cell differentiation","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0060164","regulation of timing of neuron differentiation","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0060319","primitive erythrocyte differentiation","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0060486","club cell differentiation","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0089700","protein kinase D signaling","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0098728","germline stem cell asymmetric division","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0099183","trans-synaptic signaling by BDNF, modulating synaptic transmission","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0099191","trans-synaptic signaling by BDNF","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0099538","synaptic signaling via neuropeptide","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0110024","positive regulation of cardiac muscle myoblast proliferation","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:1900086","positive regulation of peptidyl-tyrosine autophosphorylation","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:1902261","positive regulation of delayed rectifier potassium channel activity","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:1902951","negative regulation of dendritic spine maintenance","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:1903766","positive regulation of potassium ion export across plasma membrane","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:1904071","presynaptic active zone assembly","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:1904351","negative regulation of protein catabolic process in the vacuole","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:1904636","response to ionomycin","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:1904637","cellular response to ionomycin","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:1905166","negative regulation of lysosomal protein catabolic process","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:1905664","regulation of calcium ion import across plasma membrane","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:1905671","regulation of lysosome organization","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:1905908","positive regulation of amyloid fibril formation","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:2001013","epithelial cell proliferation involved in renal tubule morphogenesis","BP",0.0197831359126863,0.0787821395970992,1.10357222862214,67.2724014336918,0.0199300328633521,1,4,"7"
"GO:0031623","receptor internalization","BP",0.0198012354443514,0.0787821395970992,1.10357222862214,5.4925431711146,0.572988444821372,3,115,"7"
"GO:0035239","tube morphogenesis","BP",0.0199134043287846,0.0790136453552803,1.10229790123152,2.25583219472699,4.73836531326195,10,951,"7"
"GO:0034284","response to monosaccharide","BP",0.0199536546260949,0.0790136453552803,1.10229790123152,4.06546250684182,1.03137920067847,4,207,"7"
"GO:0046890","regulation of lipid biosynthetic process","BP",0.0199536546260949,0.0790136453552803,1.10229790123152,4.06546250684182,1.03137920067847,4,207,"7"
"GO:1901343","negative regulation of vasculature development","BP",0.0199536546260949,0.0790136453552803,1.10229790123152,4.06546250684182,1.03137920067847,4,207,"7"
"GO:0044089","positive regulation of cellular component biogenesis","BP",0.0201480687308837,0.0794889335393247,1.09969332967489,2.6959939148073,2.74536202692675,7,551,"7"
"GO:1903532","positive regulation of secretion by cell","BP",0.0201619867985638,0.0794889335393247,1.09969332967489,3.36786808696921,1.5595250715573,5,313,"7"
"GO:0072522","purine-containing compound biosynthetic process","BP",0.0202693359485495,0.0794889335393247,1.09969332967489,4.04531590413943,1.03636170889431,4,208,"7"
"GO:1902905","positive regulation of supramolecular fiber organization","BP",0.0202693359485495,0.0794889335393247,1.09969332967489,4.04531590413943,1.03636170889431,4,208,"7"
"GO:0031670","cellular response to nutrient","BP",0.0202869788639421,0.0794889335393247,1.09969332967489,9.69461697722567,0.219230361496873,2,44,"7"
"GO:0045687","positive regulation of glial cell differentiation","BP",0.0202869788639421,0.0794889335393247,1.09969332967489,9.69461697722567,0.219230361496873,2,44,"7"
"GO:0050654","chondroitin sulfate proteoglycan metabolic process","BP",0.0202869788639421,0.0794889335393247,1.09969332967489,9.69461697722567,0.219230361496873,2,44,"7"
"GO:0097178","ruffle assembly","BP",0.0202869788639421,0.0794889335393247,1.09969332967489,9.69461697722567,0.219230361496873,2,44,"7"
"GO:1903053","regulation of extracellular matrix organization","BP",0.0202869788639421,0.0794889335393247,1.09969332967489,9.69461697722567,0.219230361496873,2,44,"7"
"GO:0015672","monovalent inorganic cation transport","BP",0.0206853984939178,0.0809554568828474,1.09175387187374,2.6807665637017,2.76030955157426,7,554,"7"
"GO:0060627","regulation of vesicle-mediated transport","BP",0.0208667193277843,0.081569902826793,1.08847005506212,2.6757278295159,2.7652920597901,7,555,"7"
"GO:0045216","cell-cell junction organization","BP",0.0209099300241523,0.0816436615844085,1.08807752612348,4.00560949298813,1.04632672532598,4,210,"7"
"GO:0007010","cytoskeleton organization","BP",0.0211624760059159,0.0822200652979205,1.08502218264549,2.01323642064383,6.97052899395738,13,1399,"7"
"GO:0014002","astrocyte development","BP",0.0211626184440306,0.0822200652979205,1.08502218264549,9.46865520728008,0.224212869712711,2,45,"7"
"GO:0014047","glutamate secretion","BP",0.0211626184440306,0.0822200652979205,1.08502218264549,9.46865520728008,0.224212869712711,2,45,"7"
"GO:1904646","cellular response to amyloid-beta","BP",0.0211626184440306,0.0822200652979205,1.08502218264549,9.46865520728008,0.224212869712711,2,45,"7"
"GO:0021987","cerebral cortex development","BP",0.0211801241554572,0.0822200652979205,1.08502218264549,5.3483994266603,0.587935969468886,3,118,"7"
"GO:0022607","cellular component assembly","BP",0.0213175413793233,0.0826578425274572,1.08271593453276,1.71053958410887,15.0073147461041,23,3012,"7"
"GO:0007015","actin filament organization","BP",0.0213743614919647,0.0827824577875861,1.08206168366441,2.92225998300765,2.1624085656737,6,434,"7"
"GO:0009893","positive regulation of metabolic process","BP",0.0216172331739395,0.0836265283337866,1.07765593211363,1.64322351238239,19.3321318774515,28,3880,"7"
"GO:0016051","carbohydrate biosynthetic process","BP",0.0218940074512682,0.0845996555202229,1.07263140535307,3.94747474747475,1.0612742499735,4,213,"7"
"GO:0010863","positive regulation of phospholipase C activity","BP",0.02205378138134,0.0848261270103375,1.07147036155471,9.25296442687747,0.229195377928549,2,46,"7"
"GO:0035987","endodermal cell differentiation","BP",0.02205378138134,0.0848261270103375,1.07147036155471,9.25296442687747,0.229195377928549,2,46,"7"
"GO:0050798","activated T cell proliferation","BP",0.02205378138134,0.0848261270103375,1.07147036155471,9.25296442687747,0.229195377928549,2,46,"7"
"GO:0050982","detection of mechanical stimulus","BP",0.02205378138134,0.0848261270103375,1.07147036155471,9.25296442687747,0.229195377928549,2,46,"7"
"GO:0043523","regulation of neuron apoptotic process","BP",0.0222282439856919,0.0853015221144288,1.0690432192428,3.92846560846561,1.06625675818934,4,214,"7"
"GO:0050870","positive regulation of T cell activation","BP",0.0222282439856919,0.0853015221144288,1.0690432192428,3.92846560846561,1.06625675818934,4,214,"7"
"GO:1900542","regulation of purine nucleotide metabolic process","BP",0.0226105405694717,0.0866694320800091,1.0621340492343,5.21158502514435,0.6028834941164,3,121,"7"
"GO:0009895","negative regulation of catabolic process","BP",0.0227305376061471,0.0870299350810701,1.06033134043428,3.26019362589216,1.60935015371568,5,323,"7"
"GO:0030225","macrophage differentiation","BP",0.0229602947554536,0.0875100325111265,1.05794215481247,9.04685990338164,0.234177886144387,2,47,"7"
"GO:0044088","regulation of vacuole organization","BP",0.0229602947554536,0.0875100325111265,1.05794215481247,9.04685990338164,0.234177886144387,2,47,"7"
"GO:0045933","positive regulation of muscle contraction","BP",0.0229602947554536,0.0875100325111265,1.05794215481247,9.04685990338164,0.234177886144387,2,47,"7"
"GO:0070849","response to epidermal growth factor","BP",0.0229602947554536,0.0875100325111265,1.05794215481247,9.04685990338164,0.234177886144387,2,47,"7"
"GO:0042391","regulation of membrane potential","BP",0.0233563853883048,0.087552213385574,1.05773287015175,2.86067193675889,2.20725113961624,6,443,"7"
"GO:0048608","reproductive structure development","BP",0.0233563853883048,0.087552213385574,1.05773287015175,2.86067193675889,2.20725113961624,6,443,"7"
"GO:0071496","cellular response to external stimulus","BP",0.0235406861686955,0.087552213385574,1.05773287015175,3.22919948195597,1.62429767836319,5,326,"7"
"GO:0006140","regulation of nucleotide metabolic process","BP",0.0235927897950854,0.087552213385574,1.05773287015175,5.12417582417582,0.612848510548076,3,123,"7"
"GO:0007623","circadian rhythm","BP",0.0235964187742814,0.087552213385574,1.05773287015175,3.85420560747664,1.08618679105269,4,218,"7"
"GO:0051704","multi-organism process","BP",0.0237365650078866,0.087552213385574,1.05773287015175,2.10474993499177,5.59535672638609,11,1123,"7"
"GO:0051046","regulation of secretion","BP",0.0238254256290974,0.087552213385574,1.05773287015175,2.42316198646203,3.49772076751829,8,702,"7"
"GO:0042461","photoreceptor cell development","BP",0.0238819869513382,0.087552213385574,1.05773287015175,8.84971644612476,0.239160394360225,2,48,"7"
"GO:1900271","regulation of long-term synaptic potentiation","BP",0.0238819869513382,0.087552213385574,1.05773287015175,8.84971644612476,0.239160394360225,2,48,"7"
"GO:1900274","regulation of phospholipase C activity","BP",0.0238819869513382,0.087552213385574,1.05773287015175,8.84971644612476,0.239160394360225,2,48,"7"
"GO:0043086","negative regulation of catalytic activity","BP",0.0239095298412973,0.087552213385574,1.05773287015175,2.28884479092842,4.1803243930881,9,839,"7"
"GO:0002688","regulation of leukocyte chemotaxis","BP",0.0240925053382395,0.087552213385574,1.05773287015175,5.08155480882754,0.617831018763914,3,124,"7"
"GO:0061458","reproductive system development","BP",0.0242758257103235,0.087552213385574,1.05773287015175,2.83410636982066,2.22718117247959,6,447,"7"
"GO:1901990","regulation of mitotic cell cycle phase transition","BP",0.024509436738005,0.087552213385574,1.05773287015175,2.82754010695187,2.23216368069543,6,448,"7"
"GO:0006599","phosphagen metabolic process","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0006603","phosphocreatine metabolic process","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0007386","compartment pattern specification","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0008215","spermine metabolic process","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0009438","methylglyoxal metabolic process","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0010716","negative regulation of extracellular matrix disassembly","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0010750","positive regulation of nitric oxide mediated signal transduction","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0010957","negative regulation of vitamin D biosynthetic process","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0014004","microglia differentiation","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0014016","neuroblast differentiation","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0014905","myoblast fusion involved in skeletal muscle regeneration","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0016199","axon midline choice point recognition","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0021960","anterior commissure morphogenesis","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0030644","cellular chloride ion homeostasis","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0032889","regulation of vacuole fusion, non-autophagic","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0032911","negative regulation of transforming growth factor beta1 production","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0035694","mitochondrial protein catabolic process","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0036324","vascular endothelial growth factor receptor-2 signaling pathway","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0038033","positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0042144","vacuole fusion, non-autophagic","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0042396","phosphagen biosynthetic process","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0042640","anagen","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0043932","ossification involved in bone remodeling","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0046314","phosphocreatine biosynthetic process","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0048669","collateral sprouting in absence of injury","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0048677","axon extension involved in regeneration","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0048682","sprouting of injured axon","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0051799","negative regulation of hair follicle development","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0051884","regulation of timing of anagen","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0060040","retinal bipolar neuron differentiation","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0060509","type I pneumocyte differentiation","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0060510","type II pneumocyte differentiation","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0060605","tube lumen cavitation","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0060662","salivary gland cavitation","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0060916","mesenchymal cell proliferation involved in lung development","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0070640","vitamin D3 metabolic process","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0080184","response to phenylpropanoid","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0090259","regulation of retinal ganglion cell axon guidance","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0097576","vacuole fusion","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0098908","regulation of neuronal action potential","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:1900084","regulation of peptidyl-tyrosine autophosphorylation","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:1901628","positive regulation of postsynaptic membrane organization","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:1903297","regulation of hypoxia-induced intrinsic apoptotic signaling pathway","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:1903298","negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:1903391","regulation of adherens junction organization","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:1903593","regulation of histamine secretion by mast cell","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:1903595","positive regulation of histamine secretion by mast cell","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:1904393","regulation of skeletal muscle acetylcholine-gated channel clustering","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:1904398","positive regulation of neuromuscular junction development","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:1905232","cellular response to L-glutamate","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:1905962","glutamatergic neuron differentiation","BP",0.024668110211499,0.087552213385574,1.05773287015175,50.4516129032258,0.0249125410791901,1,5,"7"
"GO:0010712","regulation of collagen metabolic process","BP",0.0248186876508568,0.0877153618345351,1.05692434077613,8.66096207215541,0.244142902576063,2,49,"7"
"GO:0021517","ventral spinal cord development","BP",0.0248186876508568,0.0877153618345351,1.05692434077613,8.66096207215541,0.244142902576063,2,49,"7"
"GO:1900087","positive regulation of G1/S transition of mitotic cell cycle","BP",0.0248186876508568,0.0877153618345351,1.05692434077613,8.66096207215541,0.244142902576063,2,49,"7"
"GO:1990090","cellular response to nerve growth factor stimulus","BP",0.0248186876508568,0.0877153618345351,1.05692434077613,8.66096207215541,0.244142902576063,2,49,"7"
"GO:0071214","cellular response to abiotic stimulus","BP",0.0249321531650348,0.0879310638438765,1.05585767244943,3.17881022954436,1.64921021944238,5,331,"7"
"GO:0104004","cellular response to environmental stimulus","BP",0.0249321531650348,0.0879310638438765,1.05585767244943,3.17881022954436,1.64921021944238,5,331,"7"
"GO:0055007","cardiac muscle cell differentiation","BP",0.0251091127468607,0.088462147219507,1.05324252331747,4.99839185205039,0.62779603519559,3,126,"7"
"GO:0034762","regulation of transmembrane transport","BP",0.0251422582064145,0.0884859748418827,1.05312556016627,2.56934865900383,2.87490724053853,7,577,"7"
"GO:0016485","protein processing","BP",0.0253773586880248,0.0892197704817979,1.04953889831719,3.76519533231862,1.11109933213188,4,223,"7"
"GO:0014066","regulation of phosphatidylinositol 3-kinase signaling","BP",0.0256260010451456,0.0899054471813999,1.04621399448305,4.95781637717122,0.632778543411428,3,127,"7"
"GO:1905477","positive regulation of protein localization to membrane","BP",0.0256260010451456,0.0899054471813999,1.04621399448305,4.95781637717122,0.632778543411428,3,127,"7"
"GO:0007528","neuromuscular junction development","BP",0.0257702278243323,0.0899410448728518,1.04604207140586,8.48007246376812,0.249125410791901,2,50,"7"
"GO:0008038","neuron recognition","BP",0.0257702278243323,0.0899410448728518,1.04604207140586,8.48007246376812,0.249125410791901,2,50,"7"
"GO:0010718","positive regulation of epithelial to mesenchymal transition","BP",0.0257702278243323,0.0899410448728518,1.04604207140586,8.48007246376812,0.249125410791901,2,50,"7"
"GO:0042987","amyloid precursor protein catabolic process","BP",0.0257702278243323,0.0899410448728518,1.04604207140586,8.48007246376812,0.249125410791901,2,50,"7"
"GO:1902743","regulation of lamellipodium organization","BP",0.0257702278243323,0.0899410448728518,1.04604207140586,8.48007246376812,0.249125410791901,2,50,"7"
"GO:0008037","cell recognition","BP",0.0264839107330136,0.0923357968799663,1.03462989839418,3.71371371371371,1.12604685677939,4,226,"7"
"GO:0002576","platelet degranulation","BP",0.02667693460299,0.0928302472340875,1.03231049289198,4.87859759288331,0.642743559843104,3,129,"7"
"GO:0048146","positive regulation of fibroblast proliferation","BP",0.0267364397221611,0.0928302472340875,1.03231049289198,8.30656610470275,0.254107919007739,2,51,"7"
"GO:0050435","amyloid-beta metabolic process","BP",0.0267364397221611,0.0928302472340875,1.03231049289198,8.30656610470275,0.254107919007739,2,51,"7"
"GO:0050885","neuromuscular process controlling balance","BP",0.0267364397221611,0.0928302472340875,1.03231049289198,8.30656610470275,0.254107919007739,2,51,"7"
"GO:0048706","embryonic skeletal system development","BP",0.0272109736728562,0.0943801506708992,1.02511933367364,4.83992385567189,0.647726068058942,3,130,"7"
