gene_id,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,p_adj_FDR,nlog10p.adj,nlog10p.FDR,TE_class,TE_family,deg,nlog10p.adj_max,deglabs
RPL41,5.70E-287,-0.61981579,0.912,0.994,1.85E-282,2.24E-285,281.7321547,284.6504633,NA,NA,DOWN,281.7321547,NA
RPL5,9.72E-192,-0.602848322,0.682,0.957,3.16E-187,1.06E-190,186.5002275,189.9764806,NA,NA,DOWN,186.5002275,NA
RPL6,1.55E-140,-0.439505977,0.766,0.975,5.03E-136,6.61E-140,135.2986427,139.17988,NA,NA,NO,135.2986427,NA
RPL7,5.17E-228,-0.639614406,0.76,0.981,1.68E-223,9.10E-227,222.7748613,226.0409433,NA,NA,DOWN,222.7748613,NA
RPL7A,2.41E-169,-0.603165473,0.743,0.967,7.82E-165,1.73E-168,164.1069674,167.7620345,NA,NA,DOWN,164.1069674,NA
RPL8,2.65E-115,-0.454306103,0.743,0.924,8.60E-111,7.56E-115,110.06547,114.1213629,NA,NA,NO,110.06547,NA
RPL9,1.91E-234,-0.718716125,0.749,0.975,6.20E-230,3.70E-233,229.2079423,232.4321882,NA,NA,DOWN,229.2079423,NA
RPLP0,7.50E-204,-0.675280421,0.673,0.946,2.44E-199,9.80E-203,198.6132049,202.0086348,NA,NA,DOWN,198.6132049,NA
RPLP1,1.61E-168,-0.487802069,0.845,0.99,5.24E-164,1.13E-167,163.2806149,166.946406,NA,NA,NO,163.2806149,NA
RPLP2,1.02E-144,-0.468703507,0.826,0.982,3.33E-140,4.77E-144,139.4781808,143.3212384,NA,NA,NO,139.4781808,NA
RPN2,9.66E-94,-0.320897793,0.186,0.467,3.14E-89,1.84E-93,88.50327152,92.73429588,NA,NA,NO,88.50327152,NA
RPP21,3.76E-76,-0.25037177,0.138,0.368,1.22E-71,5.36E-76,70.91336919,75.2710105,NA,NA,NO,70.91336919,NA
RPS10,7.38E-147,-0.510511647,0.449,0.835,2.40E-142,3.64E-146,141.6198158,145.4387398,NA,NA,DOWN,141.6198158,NA
RPS11,1.08E-145,-0.480432554,0.747,0.957,3.50E-141,5.16E-145,140.4560632,144.2872216,NA,NA,NO,140.4560632,NA
RPS12,2.62E-201,-0.480660177,0.757,0.979,8.53E-197,3.24E-200,196.0690607,199.4900446,NA,NA,NO,196.0690607,NA
RPS13,3.22E-204,-0.531137348,0.639,0.958,1.05E-199,4.25E-203,198.9797373,202.3718645,NA,NA,DOWN,198.9797373,NA
RPS14,1.50E-238,-0.710458259,0.811,0.988,4.88E-234,3.09E-237,233.311188,236.5103232,NA,NA,DOWN,233.311188,NA
RPS15,2.45E-181,-0.654649268,0.803,0.937,7.95E-177,2.13E-180,176.0996673,179.6711884,NA,NA,DOWN,176.0996673,NA
RPS15A,4.08E-135,-0.414497103,0.803,0.982,1.33E-130,1.59E-134,129.8777279,133.7989875,NA,NA,NO,129.8777279,NA
RPS16,1.24E-215,-0.453833346,0.751,0.975,4.03E-211,1.86E-214,210.3950726,213.7306264,NA,NA,NO,210.3950726,NA
RPS17,1.73E-206,-0.633024989,0.728,0.965,5.64E-202,2.39E-205,201.2490955,204.6208614,NA,NA,DOWN,201.2490955,NA
RPS18,1.92E-213,-0.491635621,0.88,0.991,6.23E-209,2.81E-212,208.2052339,211.5519719,NA,NA,NO,208.2052339,NA
RPS19,2.02E-169,-0.418221817,0.894,0.99,6.57E-165,1.46E-168,164.1825728,167.8358266,NA,NA,NO,164.1825728,NA
RPS19BP1,7.23E-113,-0.393256119,0.182,0.482,2.35E-108,1.99E-112,107.6288514,111.7009749,NA,NA,NO,107.6288514,NA
RPS2,3.66E-105,-0.568451396,0.828,0.915,1.19E-100,8.66E-105,99.9247267,104.0623102,NA,NA,DOWN,99.9247267,NA
RPS21,8.42E-202,-0.767813842,0.636,0.93,2.74E-197,1.05E-200,196.5630075,199.9808782,NA,NA,DOWN,196.5630075,NA
RPS23,3.32E-190,-0.557008626,0.796,0.984,1.08E-185,3.51E-189,184.9674017,188.4544453,NA,NA,DOWN,184.9674017,NA
RPS24,3.61E-203,-0.790088091,0.744,0.971,1.17E-198,4.66E-202,197.9301012,201.3320619,NA,NA,DOWN,197.9301012,NA
RPS25,7.60E-131,-0.407022388,0.733,0.971,2.47E-126,2.77E-130,125.6075218,129.5581561,NA,NA,NO,125.6075218,NA
RPS27,8.62E-149,-0.312661766,0.793,0.987,2.80E-144,4.44E-148,143.5524096,147.3523104,NA,NA,NO,143.5524096,NA
RPS27A,2.20E-286,-0.668005978,0.799,0.986,7.16E-282,8.45E-285,281.1449617,284.0730302,NA,NA,DOWN,281.1449617,NA
RPS27L,1.45E-107,-0.411929125,0.371,0.708,4.71E-103,3.58E-107,102.326983,106.4463161,NA,NA,NO,102.326983,NA
RPS28,1.09E-291,-0.836537838,0.756,0.98,3.53E-287,4.47E-290,286.4520059,289.3501111,NA,NA,DOWN,286.4520059,NA
RPS29,2.38E-226,-0.767211237,0.652,0.964,7.73E-222,4.03E-225,221.111689,224.3951451,NA,NA,DOWN,221.111689,NA
RPS3,3.59E-224,-0.707200034,0.701,0.963,1.17E-219,5.90E-223,218.9333812,222.2294265,NA,NA,DOWN,218.9333812,NA
RPS3A,1.10E-245,-0.639259339,0.787,0.98,3.56E-241,2.59E-244,240.4482744,243.5864532,NA,NA,DOWN,240.4482744,NA
RPS4X,1.18E-239,-0.676684921,0.747,0.976,3.82E-235,2.48E-238,234.417411,237.6060808,NA,NA,DOWN,234.417411,NA
RPS4Y1,4.69E-74,-0.436008378,0.275,0.52,1.52E-69,6.54E-74,68.8170543,73.18427993,NA,NA,NO,68.8170543,NA
RPS5,8.83E-249,-0.568886283,0.673,0.954,2.87E-244,2.28E-247,243.5420631,246.6429938,NA,NA,DOWN,243.5420631,NA
RPS6,1.68E-186,-0.444089565,0.709,0.972,5.45E-182,1.64E-185,181.2636645,184.7840331,NA,NA,NO,181.2636645,NA
RPS7,7.91E-177,-0.592025142,0.756,0.968,2.57E-172,6.47E-176,171.5901019,175.1892403,NA,NA,DOWN,171.5901019,NA
RPS8,5.21E-173,-0.452632764,0.799,0.982,1.69E-168,4.01E-172,167.7712494,171.3963533,NA,NA,NO,167.7712494,NA
RPS9,9.65E-232,-0.57395104,0.761,0.972,3.14E-227,1.79E-230,226.503454,229.7467929,NA,NA,DOWN,226.503454,NA
RPSA,2.62E-240,-0.837811286,0.616,0.926,8.50E-236,5.72E-239,235.0705007,238.2429838,NA,NA,DOWN,235.0705007,NA
RRAGA,1.64E-91,-0.312853276,0.092,0.325,5.32E-87,3.02E-91,86.27391635,90.52004813,NA,NA,NO,86.27391635,NA
RSL1D1,1.36E-113,-0.404700778,0.194,0.501,4.43E-109,3.77E-113,108.3535236,112.4235641,NA,NA,NO,108.3535236,NA
RSL24D1,1.56E-130,-0.433933899,0.228,0.572,5.06E-126,5.64E-130,125.2956153,129.2489896,NA,NA,NO,125.2956153,NA
RSRP1,0.738876969,0.280347488,0.291,0.355,1,0.742749941,0,0.129157374,NA,NA,NO,0,NA
RTF2,6.81E-132,-0.410975673,0.14,0.457,2.21E-127,2.52E-131,126.654638,130.5978798,NA,NA,NO,126.654638,NA
RTN3,3.12E-61,-0.266846762,0.292,0.547,1.01E-56,4.01E-61,55.99381351,60.39739173,NA,NA,NO,55.99381351,NA
RTN4,1.44E-72,-0.421060505,0.493,0.75,4.69E-68,1.99E-72,67.32891658,71.70207005,NA,NA,NO,67.32891658,NA
RTRAF,2.82E-125,-0.463016885,0.251,0.579,9.16E-121,9.44E-125,120.0383365,124.0249997,NA,NA,NO,120.0383365,NA
RWDD1,2.65E-114,-0.386406157,0.237,0.56,8.62E-110,7.42E-114,109.0645295,113.1296706,NA,NA,NO,109.0645295,NA
S100A10,6.40E-179,-1.529383596,0.304,0.627,2.08E-174,5.39E-178,173.6819798,177.2685896,NA,NA,DOWN,173.6819798,NA
S100A11,2.17E-178,-1.309938121,0.142,0.475,7.05E-174,1.82E-177,173.1519031,176.7406263,NA,NA,DOWN,173.1519031,NA
S100A13,4.98E-101,-0.430152525,0.101,0.345,1.62E-96,1.09E-100,95.79086795,99.96390037,NA,NA,NO,95.79086795,NA
S100A16,3.09E-147,-0.96545663,0.111,0.41,1.00E-142,1.54E-146,141.9979781,145.8119102,NA,NA,DOWN,141.9979781,NA
S100A4,1.93E-62,-0.652868191,0.018,0.152,6.27E-58,2.49E-62,57.20267451,61.60398655,NA,NA,DOWN,57.20267451,NA
S100A6,2.43E-137,-1.514218596,0.51,0.764,7.88E-133,9.78E-137,132.1033406,136.0096403,NA,NA,DOWN,132.1033406,NA
S100A8,6.28E-38,-0.584625395,0.02,0.109,2.04E-33,7.15E-38,32.69000042,37.14555556,NA,NA,DOWN,32.69000042,NA
S100A9,2.54E-49,-0.919864658,0.029,0.145,8.27E-45,3.04E-49,44.08247019,48.51689331,NA,NA,DOWN,44.08247019,NA
S100B,1.83E-46,-0.669448767,0.383,0.572,5.95E-42,2.16E-46,41.22532862,45.66513192,NA,NA,DOWN,41.22532862,NA
SAE1,2.67E-67,-0.267130476,0.067,0.242,8.68E-63,3.57E-67,62.06129948,66.44741793,NA,NA,NO,62.06129948,NA
SAP18,1.16E-145,-0.524412909,0.319,0.69,3.77E-141,5.54E-145,140.4240146,144.2563777,NA,NA,DOWN,140.4240146,NA
SARAF,1.29E-110,-0.513651755,0.394,0.7,4.21E-106,3.40E-110,105.3760367,109.468458,NA,NA,DOWN,105.3760367,NA
SARNP,4.78E-109,-0.376527509,0.177,0.473,1.55E-104,1.21E-108,103.8083866,107.9163896,NA,NA,NO,103.8083866,NA
SARS,8.98E-122,-0.423547241,0.146,0.452,2.92E-117,2.86E-121,116.5348375,120.5428907,NA,NA,NO,116.5348375,NA
SAT1,4.12E-83,-1.255978366,0.441,0.674,1.34E-78,6.51E-83,77.87343258,82.18651116,NA,NA,DOWN,77.87343258,NA
SBDS,1.68E-163,-0.620212438,0.18,0.531,5.48E-159,1.12E-162,158.261545,161.9513743,NA,NA,DOWN,158.261545,NA
SCAND1,2.14E-70,-0.263318716,0.276,0.549,6.95E-66,2.90E-70,65.15797007,69.5376544,NA,NA,NO,65.15797007,NA
SCCPDH,3.68E-86,-0.251654209,0.071,0.285,1.20E-81,6.13E-86,80.9220836,85.21271829,NA,NA,NO,80.9220836,NA
SCD,9.44E-66,-0.388080564,0.111,0.304,3.07E-61,1.25E-65,60.51323356,64.90436508,NA,NA,NO,60.51323356,NA
SCG2,1.87E-65,-0.599702483,0.104,0.287,6.08E-61,2.47E-65,60.21638665,64.60785033,NA,NA,DOWN,60.21638665,NA
SCN3A,0.261770375,0.277245138,0.172,0.182,1,0.26766331,0,0.572411156,NA,NA,NO,0,NA
SCOC,2.55E-120,-0.381347885,0.099,0.379,8.30E-116,7.92E-120,115.0811177,119.1010485,NA,NA,NO,115.0811177,NA
SCP2,1.12E-143,-0.493539382,0.152,0.487,3.65E-139,5.11E-143,138.4381382,142.2916334,NA,NA,NO,138.4381382,NA
SDC2,1.62E-58,-0.27245891,0.03,0.168,5.27E-54,2.04E-58,53.27817688,57.68943626,NA,NA,NO,53.27817688,NA
SDCBP,6.51E-165,-0.609088748,0.199,0.567,2.12E-160,4.37E-164,159.6745249,163.359314,NA,NA,DOWN,159.6745249,NA
SDF2L1,1.07E-76,-0.326822247,0.107,0.317,3.49E-72,1.54E-76,71.4575678,75.81305022,NA,NA,NO,71.4575678,NA
SDHB,7.64E-105,-0.351532979,0.101,0.357,2.48E-100,1.80E-104,99.60504577,103.7455978,NA,NA,NO,99.60504577,NA
SDHC,2.64E-112,-0.390272267,0.16,0.453,8.57E-108,7.12E-112,107.0669204,111.1472772,NA,NA,NO,107.0669204,NA
SDHD,1.29E-81,-0.270274342,0.049,0.239,4.19E-77,1.97E-81,76.37825781,80.70542284,NA,NA,NO,76.37825781,NA
SEC11A,1.21E-156,-0.517705874,0.197,0.564,3.94E-152,7.29E-156,151.4044617,155.1371995,NA,NA,DOWN,151.4044617,NA
SEC11C,2.11E-74,-0.368538667,0.232,0.486,6.87E-70,2.96E-74,69.16290359,73.52872259,NA,NA,NO,69.16290359,NA
SEC61B,1.50E-140,-0.552655624,0.438,0.78,4.86E-136,6.40E-140,135.3133858,139.1935468,NA,NA,DOWN,135.3133858,NA
SEC61G,5.93E-174,-2.098338701,0.49,0.821,1.93E-169,4.61E-173,168.7148287,172.3360376,NA,NA,DOWN,168.7148287,NA
SELENOF,2.10E-134,-0.419544845,0.196,0.534,6.81E-130,8.09E-134,129.1668261,133.0919895,NA,NA,NO,129.1668261,NA
SELENOH,3.68E-81,-0.327692448,0.359,0.651,1.19E-76,5.59E-81,75.92264103,80.25249283,NA,NA,NO,75.92264103,NA
SELENOK,9.97E-148,-0.507211842,0.331,0.707,3.24E-143,4.99E-147,142.4892331,146.3019081,NA,NA,DOWN,142.4892331,NA
SELENOP,2.58E-72,-0.780513321,0.053,0.226,8.40E-68,3.55E-72,67.07575648,71.44960205,NA,NA,DOWN,67.07575648,NA
SELENOS,7.91E-81,-0.253922653,0.194,0.459,2.57E-76,1.20E-80,75.59005224,79.92219382,NA,NA,NO,75.59005224,NA
SELENOT,4.32E-133,-0.443752254,0.207,0.545,1.41E-128,1.64E-132,127.8522693,131.78609,NA,NA,NO,127.8522693,NA
SELENOW,6.39E-131,-0.569736778,0.41,0.732,2.08E-126,2.34E-130,125.682458,129.631256,NA,NA,DOWN,125.682458,NA
SEM1,1.87E-166,-0.580018009,0.415,0.789,6.08E-162,1.27E-165,161.2161599,164.8958496,NA,NA,DOWN,161.2161599,NA
SEPTIN11,6.09E-87,-0.302120412,0.127,0.371,1.98E-82,1.03E-86,81.70329507,85.98632519,NA,NA,NO,81.70329507,NA
SEPTIN14,7.06E-40,-0.839056561,0.104,0.231,2.29E-35,8.09E-40,34.63955417,39.09223507,NA,NA,DOWN,34.63955417,NA
SEPTIN2,7.22E-89,-0.31134799,0.31,0.617,2.35E-84,1.27E-88,83.62941782,87.89726886,NA,NA,NO,83.62941782,NA
SEPTIN7,3.32E-157,-0.755926113,0.659,0.895,1.08E-152,2.04E-156,151.9674317,155.6894457,NA,NA,DOWN,151.9674317,NA
SEPTIN9,3.18E-67,-0.293712335,0.169,0.389,1.03E-62,4.24E-67,61.98586117,66.37298687,NA,NA,NO,61.98586117,NA
SERBP1,5.29E-179,-0.60161904,0.362,0.748,1.72E-174,4.47E-178,173.7649213,177.3494074,NA,NA,DOWN,173.7649213,NA
SERF2,4.89E-184,-0.67042831,0.632,0.936,1.59E-179,4.51E-183,178.7990473,182.3457449,NA,NA,DOWN,178.7990473,NA
SERPINA3,2.89E-56,-0.735553107,0.103,0.269,9.39E-52,3.61E-56,51.02728586,55.44296398,NA,NA,DOWN,51.02728586,NA
SERPINB1,4.60E-42,-0.251649127,0.049,0.162,1.50E-37,5.33E-42,36.82510889,41.27315109,NA,NA,NO,36.82510889,NA
SERPINB6,5.58E-110,-0.414436801,0.1,0.363,1.81E-105,1.43E-109,104.741746,108.8433245,NA,NA,NO,104.741746,NA
SERPINE1,3.29E-35,-0.344214251,0.033,0.127,1.07E-30,3.73E-35,29.97035568,34.42848146,NA,NA,NO,29.97035568,NA
SERPING1,1.50E-56,-0.265973016,0.044,0.188,4.87E-52,1.87E-56,51.31283191,55.7272521,NA,NA,NO,51.31283191,NA
SET,2.67E-76,-0.343369944,0.393,0.683,8.68E-72,3.82E-76,71.06166744,75.41823064,NA,NA,NO,71.06166744,NA
SF1,0.77439803,0.263089035,0.359,0.45,1,0.777551483,0,0.109270846,NA,NA,NO,0,NA
SF3B5,2.78E-180,-0.573721415,0.261,0.661,9.04E-176,2.38E-179,175.0440307,178.624238,NA,NA,DOWN,175.0440307,NA
SF3B6,1.38E-167,-0.572037903,0.313,0.704,4.47E-163,9.62E-167,162.3494333,166.0169862,NA,NA,DOWN,162.3494333,NA
SFT2D1,7.86E-143,-0.458908432,0.124,0.444,2.55E-138,3.51E-142,137.5927358,141.4553027,NA,NA,NO,137.5927358,NA
SGK1,1.13E-31,-0.293141788,0.152,0.283,3.69E-27,1.27E-31,26.4331611,30.89750735,NA,NA,NO,26.4331611,NA
SH3BGRL,9.17E-130,-0.471717168,0.182,0.502,2.98E-125,3.27E-129,124.5257593,128.4854606,NA,NA,NO,124.5257593,NA
SH3BGRL3,4.27E-166,-0.73178999,0.287,0.648,1.39E-161,2.89E-165,160.8572465,164.5386426,NA,NA,DOWN,160.8572465,NA
SH3GLB1,2.54E-102,-0.331995111,0.166,0.452,8.27E-98,5.73E-102,97.08250534,101.2421566,NA,NA,NO,97.08250534,NA
SIRT2,1.20E-37,-0.287157348,0.193,0.364,3.91E-33,1.37E-37,32.40768103,36.86438055,NA,NA,NO,32.40768103,NA
SIVA1,5.31E-104,-0.406069579,0.172,0.449,1.73E-99,1.24E-103,98.76286908,102.9075432,NA,NA,NO,98.76286908,NA
SKP1,3.01E-284,-0.881942545,0.46,0.857,9.77E-280,1.13E-282,279.0099088,281.9475226,NA,NA,DOWN,279.0099088,NA
SLC11A1,1.86E-43,-0.40854896,0.01,0.104,6.04E-39,2.16E-43,38.21912966,42.66483379,NA,NA,NO,38.21912966,NA
SLC16A3,9.26E-64,-0.343544326,0.037,0.187,3.01E-59,1.21E-63,58.52125992,62.91833173,NA,NA,NO,58.52125992,NA
SLC25A11,3.55E-86,-0.290739601,0.09,0.311,1.16E-81,5.92E-86,80.9373107,85.22752639,NA,NA,NO,80.9373107,NA
SLC25A3,1.64E-149,-0.598367171,0.332,0.677,5.33E-145,8.56E-149,144.2730697,148.0677536,NA,NA,DOWN,144.2730697,NA
SLC25A4,4.31E-98,-0.39166485,0.141,0.403,1.40E-93,9.01E-98,92.85338625,97.04522223,NA,NA,NO,92.85338625,NA
SLC25A5,4.47E-161,-0.691148365,0.26,0.611,1.45E-156,2.88E-160,155.8379968,159.5409876,NA,NA,DOWN,155.8379968,NA
SLC25A6,1.48E-175,-0.724613634,0.431,0.769,4.82E-171,1.18E-174,170.3167992,173.9281149,NA,NA,DOWN,170.3167992,NA
SLC3A2,1.39E-85,-0.30578646,0.166,0.426,4.52E-81,2.30E-85,80.34505834,84.63903056,NA,NA,NO,80.34505834,NA
SLIRP,7.75E-180,-0.628453909,0.227,0.618,2.52E-175,6.59E-179,174.5989015,178.1812535,NA,NA,DOWN,174.5989015,NA
SLN,5.80E-35,-0.518809428,0.031,0.121,1.89E-30,6.56E-35,29.72452108,34.18321605,NA,NA,DOWN,29.72452108,NA
SMARCE1,2.09E-77,-0.251031907,0.211,0.474,6.80E-73,3.02E-77,72.16731266,76.5195365,NA,NA,NO,72.16731266,NA
SMC2,4.19E-58,-0.264233258,0.097,0.269,1.36E-53,5.28E-58,52.86567683,57.27725333,NA,NA,NO,52.86567683,NA
SMIM15,1.53E-88,-0.262818036,0.066,0.279,4.97E-84,2.66E-88,83.30405055,87.57541815,NA,NA,NO,83.30405055,NA
SMIM26,8.63E-98,-0.330724052,0.207,0.501,2.81E-93,1.79E-97,92.55195473,96.74745566,NA,NA,NO,92.55195473,NA
SMIM29,4.02E-80,-0.280500576,0.071,0.272,1.31E-75,6.01E-80,74.88339862,79.22121238,NA,NA,NO,74.88339862,NA
SMIM3,4.65E-110,-0.537907059,0.041,0.269,1.51E-105,1.20E-109,104.820293,108.9205751,NA,NA,DOWN,104.820293,NA
SMIM30,2.35E-104,-0.352784061,0.178,0.47,7.64E-100,5.49E-104,99.11684531,103.2603457,NA,NA,NO,99.11684531,NA
SMIM7,4.60E-98,-0.311766259,0.15,0.424,1.50E-93,9.59E-98,92.82509664,97.01798291,NA,NA,NO,92.82509664,NA
SMOC1,3.89E-12,0.336568227,0.184,0.139,1.26E-07,4.18E-12,6.897934833,11.37853631,NA,NA,NO,6.897934833,NA
SMS,8.41E-157,-0.578567345,0.117,0.45,2.73E-152,5.11E-156,151.5634763,155.2916116,NA,NA,DOWN,151.5634763,NA
SNAPIN,3.27E-96,-0.291246754,0.09,0.33,1.06E-91,6.55E-96,90.97411494,95.18397402,NA,NA,NO,90.97411494,NA
SNHG14,0.186557785,0.331109379,0.329,0.383,1,0.191210652,0,0.718487918,NA,NA,NO,0,NA
SNHG16,2.69E-102,-0.33014499,0.118,0.379,8.73E-98,6.03E-102,97.05904168,101.219824,NA,NA,NO,97.05904168,NA
SNHG29,9.64E-145,-0.676327848,0.472,0.822,3.13E-140,4.51E-144,139.504073,143.3459553,NA,NA,DOWN,139.504073,NA
SNHG5,3.83E-64,-0.287977732,0.393,0.685,1.25E-59,5.02E-64,58.90447059,63.29924193,NA,NA,NO,58.90447059,NA
SNRNP25,1.49E-77,-0.262262926,0.129,0.356,4.84E-73,2.15E-77,72.3150343,76.66689456,NA,NA,NO,72.3150343,NA
SNRPA1,5.36E-82,-0.268568641,0.087,0.3,1.74E-77,8.29E-82,76.7590122,81.08153232,NA,NA,NO,76.7590122,NA
SNRPB,1.23E-110,-0.443312679,0.246,0.553,4.00E-106,3.23E-110,105.3984314,109.4901912,NA,NA,NO,105.3984314,NA
SNRPB2,1.36E-93,-0.363288319,0.306,0.614,4.42E-89,2.59E-93,88.35436214,92.58634627,NA,NA,NO,88.35436214,NA
SNRPC,3.23E-98,-0.366830723,0.184,0.466,1.05E-93,6.78E-98,92.97860283,97.1688586,NA,NA,NO,92.97860283,NA
SNRPD1,6.37E-136,-0.569205404,0.298,0.64,2.07E-131,2.53E-135,130.6839152,134.5962608,NA,NA,DOWN,130.6839152,NA
SNRPD2,4.24E-110,-0.487368653,0.469,0.788,1.38E-105,1.10E-109,104.8607648,108.9603972,NA,NA,NO,104.8607648,NA
SNRPD3,4.33E-79,-0.294289897,0.139,0.371,1.41E-74,6.33E-79,73.85194393,78.19831367,NA,NA,NO,73.85194393,NA
SNRPE,8.31E-131,-0.565475374,0.352,0.694,2.70E-126,3.02E-130,125.5683642,129.5199138,NA,NA,DOWN,125.5683642,NA
SNRPF,2.08E-131,-0.531055804,0.295,0.638,6.75E-127,7.63E-131,126.1706547,130.1176085,NA,NA,DOWN,126.1706547,NA
SNRPG,3.10E-141,-0.566965504,0.354,0.709,1.01E-136,1.34E-140,135.9969914,139.8717304,NA,NA,DOWN,135.9969914,NA
SNRPN,9.50E-118,-0.4234631,0.215,0.534,3.09E-113,2.86E-117,112.5104444,116.5442123,NA,NA,NO,112.5104444,NA
SNTG1,4.87E-21,0.612760379,0.318,0.271,1.58E-16,5.31E-21,15.80072144,20.27505829,NA,NA,UP,15.80072144,NA
SNU13,1.35E-116,-0.428867911,0.347,0.695,4.39E-112,3.95E-116,111.3575176,115.4032256,NA,NA,NO,111.3575176,NA
SNX10,4.43E-100,-0.505994764,0.083,0.318,1.44E-95,9.54E-100,94.84212197,99.02061042,NA,NA,DOWN,94.84212197,NA
SNX17,1.24E-87,-0.274835091,0.102,0.331,4.03E-83,2.12E-87,82.39462827,86.67294474,NA,NA,NO,82.39462827,NA
SNX2,7.08E-88,-0.299763469,0.07,0.282,2.30E-83,1.22E-87,82.63779314,86.91524705,NA,NA,NO,82.63779314,NA
SNX3,2.76E-238,-0.922547476,0.306,0.717,8.96E-234,5.60E-237,233.0478345,236.2521093,NA,NA,DOWN,233.0478345,NA
SNX6,7.14E-124,-0.421458329,0.135,0.434,2.32E-119,2.36E-123,118.6342403,122.6275979,NA,NA,NO,118.6342403,NA
SOCS3,1.33E-38,-0.272597128,0.127,0.272,4.32E-34,1.51E-38,33.36481951,37.82008807,NA,NA,NO,33.36481951,NA
SOD1,1.15E-188,-0.671623883,0.405,0.79,3.75E-184,1.19E-187,183.4264141,186.9239865,NA,NA,DOWN,183.4264141,NA
SOD2,1.24E-126,-1.508112973,0.133,0.412,4.02E-122,4.26E-126,121.3953583,125.3709179,NA,NA,DOWN,121.3953583,NA
SOX6,2.59E-10,0.479546461,0.279,0.257,8.41E-06,2.77E-10,5.075279982,9.557770282,NA,NA,NO,5.075279982,NA
SPARC,1.09E-108,-0.749285169,0.216,0.495,3.55E-104,2.75E-108,103.4498765,107.5610566,NA,NA,DOWN,103.4498765,NA
SPARCL1,6.17E-71,-0.987499525,0.397,0.59,2.00E-66,8.39E-71,65.69798182,70.07629937,NA,NA,DOWN,65.69798182,NA
SPATS2L,3.44E-83,-0.292651306,0.12,0.352,1.12E-78,5.44E-83,77.95205357,82.264336,NA,NA,NO,77.95205357,NA
SPCS1,8.39E-117,-0.423278512,0.362,0.702,2.73E-112,2.47E-116,111.5644226,115.6071762,NA,NA,NO,111.5644226,NA
SPCS2,2.80E-126,-0.452435813,0.357,0.715,9.10E-122,9.55E-126,121.0409107,125.0199171,NA,NA,NO,121.0409107,NA
SPP1,1.45E-97,-3.012245597,0.189,0.433,4.72E-93,2.99E-97,92.32588637,96.52398632,NA,NA,DOWN,92.32588637,NA
SPTSSA,4.84E-138,-0.540032064,0.12,0.431,1.57E-133,1.99E-137,132.8030477,136.7011529,NA,NA,DOWN,132.8030477,NA
SQSTM1,3.65E-93,-0.41422115,0.177,0.441,1.19E-88,6.87E-93,87.92557227,92.16327088,NA,NA,NO,87.92557227,NA
SRGN,2.90E-54,-1.238518546,0.058,0.192,9.44E-50,3.59E-54,49.02500813,53.44537124,NA,NA,DOWN,49.02500813,NA
SRI,2.55E-178,-0.762655093,0.432,0.769,8.28E-174,2.11E-177,173.082222,176.6751412,NA,NA,DOWN,173.082222,NA
SRP14,8.25E-188,-0.653489036,0.648,0.943,2.68E-183,8.43E-187,182.5715559,186.0742985,NA,NA,DOWN,182.5715559,NA
SRP72,3.10E-110,-0.350874863,0.157,0.451,1.01E-105,8.07E-110,104.9961267,109.0931507,NA,NA,NO,104.9961267,NA
SRP9,1.50E-217,-0.714169647,0.197,0.62,4.87E-213,2.33E-216,212.3125919,215.6327708,NA,NA,DOWN,212.3125919,NA
SRPX,3.81E-69,-0.436468649,0.095,0.287,1.24E-64,5.14E-69,63.90727899,68.28900547,NA,NA,NO,63.90727899,NA
SRRM1,8.29E-86,-0.30676885,0.318,0.626,2.69E-81,1.37E-85,80.56959001,84.86231366,NA,NA,NO,80.56959001,NA
SRSF3,4.87E-142,-0.576303803,0.366,0.716,1.58E-137,2.15E-141,136.8003755,140.6685175,NA,NA,DOWN,136.8003755,NA
SRSF9,1.41E-79,-0.382397671,0.244,0.499,4.60E-75,2.09E-79,74.337549,78.6805908,NA,NA,NO,74.337549,NA
SSB,3.60E-107,-0.381577185,0.289,0.616,1.17E-102,8.78E-107,101.9321701,106.0564455,NA,NA,NO,101.9321701,NA
SSBP1,3.80E-138,-0.524885098,0.346,0.693,1.24E-133,1.57E-137,132.9078586,136.8049285,NA,NA,DOWN,132.9078586,NA
SSNA1,2.54E-86,-0.273416309,0.136,0.382,8.26E-82,4.26E-86,81.08283405,85.3705272,NA,NA,NO,81.08283405,NA
SSR2,1.65E-114,-0.419879802,0.319,0.662,5.37E-110,4.64E-114,109.2702146,113.3339457,NA,NA,NO,109.2702146,NA
SSR3,1.31E-187,-0.639511851,0.148,0.525,4.27E-183,1.33E-186,182.369377,185.8772291,NA,NA,DOWN,182.369377,NA
SSR4,5.44E-127,-0.528296319,0.388,0.735,1.77E-122,1.88E-126,121.7525749,125.7255314,NA,NA,DOWN,121.7525749,NA
SSU72,6.66E-80,-0.269267572,0.143,0.378,2.16E-75,9.89E-80,74.66483057,79.00489263,NA,NA,NO,74.66483057,NA
ST13,1.53E-141,-0.505274362,0.329,0.698,4.97E-137,6.68E-141,136.3039533,140.1754064,NA,NA,DOWN,136.3039533,NA
STARD3NL,2.41E-98,-0.309040057,0.101,0.349,7.83E-94,5.07E-98,93.10608747,97.29475726,NA,NA,NO,93.10608747,NA
STAU1,5.81E-104,-0.319433078,0.124,0.396,1.89E-99,1.35E-103,98.72386054,102.8708727,NA,NA,NO,98.72386054,NA
